WERKS,BANFN,BNFPO,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,BADAT,FRGDT,LOEKZ,ERNAM,PERNR,EBELN,EBELP,LAND1
BR10,1005209,1,44074088,EDSA,99,PCS,52,EUR,2023-04-07,2023-04-12, ,90546423,84141246,142943,7,BR
BR10,1005221,1,53640144,PYTF,49,PCS,488,EUR,2023-03-29,2023-04-03, ,66182728,51619782,142943,9,BR
CN10,1005151,3,68338888,UDF3,27,PCS,167,EUR,2023-03-20,2023-03-28, ,40424932,71417158,138213,1,CN
CN10,1005219,2,48248768,PYTF,22,PCS,693,EUR,2023-04-03,2023-04-04, ,20887554,12948061,172424,1,CN
BR10,1005210,2,77128608,ZUFN,97,PCS,606,EUR,2023-03-28,2023-04-04, ,11367413,24642678,680518,3,BR
IN10,1005227,2,76304544,ZUFN,88,PCS,692,EUR,2023-03-30,2023-04-04, ,47570626,44488029,446910,1,IN
IN10,1005204,1,82207928,ZUFN,60,KG,441,EUR,2023-03-27,2023-03-31, ,74909010,44488029,116012,2,IN
JP11,1005243,2,76304544,ZUFN,52,PCS,692,EUR,2023-04-03,2023-04-04, ,95612378,92217720,877757,4,JP
IN10,1005188,2,93159896,MPLF,56,PCS,159,EUR,2023-04-03,2023-04-12, ,49826393,49826393,116012,1,IN
DE10,1005222,3,32071024,ZELA,51,KG,737,EUR,2023-03-29,2023-03-30, ,95741447,79833202,204546,3,DE
JP11,1005258,1,86662444,MPLF,8,KG,447,EUR,2023-04-03,2023-04-05, ,49396822,40601709,760509,5,JP
DE10,1005190,1,89034752,MPLF,75,PCS,726,EUR,2023-03-27,2023-03-31, ,70116237,47656838,888787,3,DE
DE10,1005178,2,78949416,ZUFN,55,PCS,991,EUR,2023-03-24,2023-04-03, ,44353110,65550769,443245,1,DE
IN10,1005147,3,78949416,ZUFN,55,PCS,991,EUR,2023-03-20,2023-03-28, ,59991942,44488029,853847,4,IN
DE10,1005220,1,40378320,EDSA,88,PCS,605,EUR,2023-03-29,2023-04-03, ,32454627,58569539,443245,2,DE
DE10,1005222,1,37238104,EDSA,61,PCS,320,EUR,2023-03-29,2023-04-03, ,95741447,58569539,443245,3,DE
DE10,1005230,1,43678400,EDSA,46,PCS,115,EUR,2023-03-31,2023-04-03, ,57485181,58569539,443245,4,DE
DE10,1005230,2,44401842,EDSA,65,PCS,207,EUR,2023-03-31,2023-04-03, ,57485181,58569539,443245,5,DE
IN10,1005229,1,37141432,EDSA,51,PCS,474,EUR,2023-04-03,2023-04-13,x,96131719,86162838,446910,3,IN
JP11,1005254,1,85602600,ZUFN,95,L,361,EUR,2023-04-03,2023-04-06,x,23246292,92217720,426660,8,JP
JP11,1005249,1,25398208,COLA,73,PCS,504,EUR,2023-04-03,2023-04-07, ,22266209,33607135,898237,1,JP
JP11,1005269,1,50191792,PYTF,85,KG,545,EUR,2023-04-07,2023-04-13,x,91423732,70110687,426660,9,JP
IN10,1005237,2,87079640,MPLF,11,KG,332,EUR,2023-03-31,2023-04-04, ,68151316,49826393,446910,5,IN
IN10,1005229,2,69579592,UDF3,54,L,124,EUR,2023-03-31,2023-04-11, ,96131719,98019339,381083,1,IN
IN10,1005229,3,75603272,ZUFN,75,PCS,320,EUR,2023-04-03,2023-04-10, ,96131719,44488029,848866,2,IN
IN10,1005233,3,32069368,ZELA,63,PCS,428,EUR,2023-03-31,2023-04-05,x,81236092,70768553,848866,3,IN
IN10,1005227,1,25398208,COLA,19,PCS,504,EUR,2023-03-30,2023-04-06,x,47570626,30090592,885650,2,IN
IN10,1005239,1,86457056,MPLF,21,PCS,159,EUR,2023-04-07,2023-04-17, ,38071817,49826393,766834,4,IN
IN10,1005272,1,88903632,MPLF,22,PCS,880,EUR,2023-04-05,2023-04-10, ,67295445,49826393,312241,3,IN
DE10,1005297,1,97625203,MPLF,9,KG,554,EUR,2023-04-10,2023-04-12, ,28328779,47656838,420978,3,DE
DE10,1005282,1,86457056,MPLF,5,PCS,159,EUR,2023-04-06,2023-04-12, ,74509438,47656838,420978,2,DE
DE10,1005298,1,25235624,COLA,4,L,640,EUR,2023-04-10,2023-04-11, ,61117092,63821277,832947,3,DE
DE10,1005289,2,77128608,ZUFN,39,PCS,606,EUR,2023-04-07,2023-04-11, ,22729866,65550769,832947,2,DE
DE10,1005274,1,97625203,MPLF,13,KG,554,EUR,2023-04-05,2023-04-11, ,44353110,47656838,832947,1,DE
DE10,1005230,3,86834912,MPLF,21,PCS,381,EUR,2023-03-31,2023-04-10, ,57485181,47656838,568707,1,DE
DE10,1005256,1,93159896,MPLF,53,PCS,159,EUR,2023-04-03,2023-04-05, ,22153844,47656838,130774,2,DE
IN10,1005286,1,25150904,COLA,89,PCS,976,EUR,2023-04-06,2023-04-10, ,62549829,49826393,312241,5,IN
JP11,1005224,1,89034752,MPLF,21,PCS,726,EUR,2023-03-30,2023-04-06, ,18941594,40601709,426660,2,JP
JP11,1005226,2,83863032,ZUFN,71,G,263,EUR,2023-03-30,2023-04-06, ,87386017,92217720,426660,3,JP
US10,1005255,1,37238104,EDSA,74,PCS,320,EUR,2023-04-03,2023-04-06, ,27072007,23329589,924498,5,US
US10,1005241,2,32071024,ZELA,72,KG,737,EUR,2023-04-03,2023-04-07, ,44679314,56417381,935153,1,US
US10,1005242,3,84480424,ZUFN,79,G,136,EUR,2023-04-03,2023-04-10, ,99741049,88510487,506987,1,US
US10,1005241,1,69251696,UDF3,75,L,529,EUR,2023-04-03,2023-04-06, ,44679314,40424932,924498,3,US
US10,1005287,1,25235624,COLA,59,L,640,EUR,2023-04-06,2023-04-11, ,35396553,22179495,152004,1,US
US10,1005291,1,25235624,COLA,76,L,640,EUR,2023-04-07,2023-04-11, ,91183810,22179495,152004,2,US
US10,1005312,2,54965832,PYTF,32,G,77,EUR,2023-04-10,2023-04-11,x,82337433,43449637,152004,5,US
US10,1005257,2,58200280,UDF3,28,PCS,335,EUR,2023-04-03,2023-04-12, ,40836156,40424932,985560,1,US
US10,1005257,3,82207928,ZUFN,99,KG,441,EUR,2023-04-03,2023-04-12, ,40836156,88510487,985560,2,US
US10,1005217,1,71374072,UDF3,57,PCS,293,EUR,2023-03-29,2023-04-06, ,28731487,40424932,924498,2,US
CN10,1005280,1,98147568,MPLF,43,L,996,EUR,2023-04-06,2023-04-11, ,12010246,20837115,603919,5,CN
CN10,1005246,1,78949416,ZUFN,30,PCS,991,EUR,2023-04-03,2023-04-11, ,92957419,23344986,603919,2,CN
CN10,1005232,2,28148584,ZELA,81,PCS,778,EUR,2023-03-31,2023-04-11, ,95183482,93048219,603919,1,CN
CN10,1005271,1,25235624,COLA,12,L,640,EUR,2023-04-10,2023-04-11, ,95209555,23246292,217882,3,CN
CN10,1005294,2,68338888,UDF3,30,PCS,167,EUR,2023-04-07,2023-04-11, ,14216209,23344986,603919,8,CN
BR10,1005247,2,71374072,UDF3,36,PCS,293,EUR,2023-04-03,2023-04-05, ,72702456,89359211,791994,3,BR
BR10,1005268,2,85602600,ZUFN,34,L,361,EUR,2023-04-04,2023-04-06, ,16949366,24642678,292970,2,BR
US10,1005303,1,50862632,PYTF,65,PCS,867,EUR,2023-04-10,2023-04-12, ,78847324,43449637,985560,4,US
BR10,1005218,1,74349496,UDF3,96,KG,341,EUR,2023-03-29,2023-04-07, ,32511490,89359211,995407,2,BR
BR10,1005268,1,24242928,COLA,91,KG,321,EUR,2023-04-11,2023-04-19, ,16949366,53251766,995407,5,BR
BR10,1005240,1,98151444,MPLF,20,PCS,916,EUR,2023-04-03,2023-04-11, ,64581196,32008687,375366,1,BR
JP11,1005231,1,90455123,MPLF,8,PCS,437,EUR,2023-03-31,2023-04-05, ,29640411,40601709,760509,1,JP
JP11,1005244,1,98151444,MPLF,34,PCS,916,EUR,2023-04-03,2023-04-05, ,20910031,40601709,760509,2,JP
BR10,1005285,1,98147568,MPLF,94,L,996,EUR,2023-04-06,2023-04-11, ,91442486,32008687,375366,4,BR
BR10,1005262,1,21595928,COLA,31,PCS,83,EUR,2023-04-03,2023-04-04, ,17946151,53251766,680518,7,BR
CN10,1005259,1,24242928,COLA,81,KG,321,EUR,2023-04-03,2023-04-05, ,89319796,48148862,218060,2,CN
CN10,1005251,1,88903632,MPLF,51,PCS,880,EUR,2023-04-03,2023-04-04, ,20887554,20837115,779261,3,CN
CN10,1005238,1,19816724,COLA,22,PCS,521,EUR,2023-04-13,2023-04-18, ,90107912,23246292,858966,2,CN
US10,1005311,2,32003616,ZELA,55,L,231,EUR,2023-04-10,2023-04-12, ,35507382,56417381,985560,6,US
US10,1005313,1,21595928,COLA,90,PCS,83,EUR,2023-04-10,2023-04-12, ,57329986,22179495,985560,7,US
BR10,1005326,1,24567712,COLA,18,PCS,689,EUR,2023-04-11,2023-04-13,x,24642678,53251766,125208,2,BR
CN10,1005194,1,20667944,COLA,97,KG,463,EUR,2023-03-27,2023-04-06, ,20270620,23246292,858966,1,CN
JP11,1005244,3,75603272,ZUFN,32,PCS,320,EUR,2023-04-03,2023-04-05, ,20910031,92217720,760509,3,JP
CN10,1005248,1,79697072,ZUFN,7,PCS,710,EUR,2023-04-07,2023-04-10, ,18577068,23344986,302900,3,CN
CN10,1005265,3,79697072,ZUFN,71,PCS,710,EUR,2023-04-03,2023-04-06, ,73651097,23344986,858966,4,CN
CN10,1005251,2,49991456,PYTF,59,PCS,733,EUR,2023-04-03,2023-04-06, ,20887554,12948061,858966,3,CN
CN10,1005267,1,36128224,EDSA,37,PCS,711,EUR,2023-04-04,2023-04-07, ,70747659,49485597,302900,4,CN
BR10,1005295,2,28348643,ZELA,71,PCS,684,EUR,2023-04-10,2023-04-14,x,50027648,40138709,705936,3,BR
DE10,1005368,1,88903632,MPLF,68,PCS,880,EUR,2023-04-17,2023-04-19, ,12973997,47656838,733466,6,DE
DE10,1005349,4,58774200,UDF3,58,KG,934,EUR,2023-04-14,2023-04-19, ,58600522,59321219,733466,5,DE
DE10,1005371,2,85602600,ZUFN,36,L,361,EUR,2023-04-17,2023-04-18, ,49883210,65550769,626303,4,DE
DE10,1005298,2,79697072,ZUFN,81,PCS,710,EUR,2023-04-10,2023-04-13, ,61117092,65550769,600473,5,DE
DE10,1005250,2,82809960,ZUFN,75,L,435,EUR,2023-04-03,2023-04-12, ,60938467,65550769,420978,1,DE
DE10,1005321,1,48248768,PYTF,78,PCS,693,EUR,2023-04-11,2023-04-13, ,82834217,68613813,600473,8,DE
DE10,1005290,1,90455123,MPLF,74,PCS,437,EUR,2023-04-07,2023-04-14, ,65200073,47656838,135695,2,DE
DE10,1005306,1,22818912,COLA,26,KG,636,EUR,2023-04-10,2023-04-14, ,14193461,63821277,135695,4,DE
DE10,1005306,2,43151008,EDSA,19,PCS,554,EUR,2023-04-10,2023-04-14, ,14193461,58569539,135695,5,DE
DE10,1005319,1,19816724,COLA,29,PCS,521,EUR,2023-04-10,2023-04-14, ,14427468,63821277,135695,6,DE
DE10,1005323,1,98147568,MPLF,25,L,996,EUR,2023-04-11,2023-04-17, ,29591869,47656838,222612,2,DE
DE10,1005328,1,88903632,MPLF,22,PCS,880,EUR,2023-04-12,2023-04-17, ,91567310,47656838,222612,3,DE
DE10,1005340,2,43678400,EDSA,1,PCS,115,EUR,2023-04-13,2023-04-17, ,82887724,58569539,222612,4,DE
DE10,1005340,1,24567712,COLA,75,PCS,689,EUR,2023-04-13,2023-04-18, ,82887724,63821277,626303,1,DE
BR10,1005351,2,75603272,ZUFN,20,PCS,320,EUR,2023-04-17,2023-04-19, ,20120325,24642678,841277,2,BR
US10,1005301,2,90455123,MPLF,59,PCS,437,EUR,2023-04-10,2023-04-13, ,61434023,81552979,330106,3,US
US10,1005312,1,20667944,COLA,5,KG,463,EUR,2023-04-12,2023-04-24, ,82337433,22179495,330106,4,US
US10,1005299,1,24242928,COLA,74,KG,321,EUR,2023-04-10,2023-04-14, ,47541422,22179495,903429,2,US
US10,1005301,1,88797376,MPLF,28,PCS,6,EUR,2023-04-10,2023-04-14, ,61434023,81552979,903429,3,US
US10,1005314,2,89034752,MPLF,22,PCS,726,EUR,2023-04-10,2023-04-17, ,62192020,81552979,767158,4,US
JP11,1005333,1,86834912,MPLF,32,PCS,381,EUR,2023-04-12,2023-04-17, ,69924358,79246109,609682,1,JP
US10,1005327,1,19816724,COLA,64,PCS,521,EUR,2023-04-11,2023-04-17, ,35396553,22179495,767158,5,US
JP11,1005333,3,32069368,ZELA,30,PCS,428,EUR,2023-04-12,2023-04-14, ,69924358,49784073,500651,4,JP
US10,1005341,3,32003616,ZELA,76,L,231,EUR,2023-04-13,2023-04-17, ,72479255,56417381,767158,6,US
US10,1005346,1,88797376,MPLF,27,PCS,6,EUR,2023-04-14,2023-04-17, ,26673288,81552979,767158,7,US
US10,1005309,2,83863032,ZUFN,51,G,263,EUR,2023-04-10,2023-04-18, ,63983002,88510487,120934,1,US
US10,1005337,2,97625203,MPLF,54,KG,554,EUR,2023-04-13,2023-04-18, ,41977120,81552979,120934,4,US
US10,1005337,1,19816724,COLA,82,PCS,521,EUR,2023-04-13,2023-04-20, ,41977120,22179495,490539,1,US
US10,1005381,2,48248768,PYTF,15,PCS,693,EUR,2023-04-18,2023-04-20, ,35396553,43449637,490539,2,US
US10,1005327,2,43678400,EDSA,59,PCS,115,EUR,2023-04-11,2023-04-12, ,35396553,23329589,985560,8,US
US10,1005311,1,86662444,MPLF,84,KG,447,EUR,2023-04-10,2023-04-12, ,35507382,81552979,985560,5,US
BR10,1005315,1,25150904,COLA,24,PCS,976,EUR,2023-04-10,2023-04-18,x,17320878,53251766,549435,1,BR
BR10,1005318,1,19816724,COLA,16,PCS,521,EUR,2023-04-10,2023-04-18, ,19051192,53251766,549435,2,BR
BR10,1005329,2,24567712,COLA,86,PCS,689,EUR,2023-04-12,2023-04-18, ,72482110,53251766,549435,4,BR
BR10,1005350,2,55226864,PYTF,2,PCS,520,EUR,2023-04-14,2023-04-18, ,97040471,51619782,549435,6,BR
BR10,1005369,2,88346328,MPLF,42,KG,618,EUR,2023-04-17,2023-04-19, ,90546423,32008687,841277,3,BR
BR10,1005370,1,19474160,COLA,66,KG,986,EUR,2023-04-17,2023-04-19, ,28169736,53251766,841277,4,BR
BR10,1005335,1,28348643,ZELA,10,PCS,684,EUR,2023-04-13,2023-04-20, ,26876759,40138709,453560,1,BR
BR10,1005364,1,93159896,MPLF,52,PCS,159,EUR,2023-04-17,2023-04-20, ,20120325,32008687,453560,4,BR
IN10,1005316,2,60261224,UDF3,56,KG,350,EUR,2023-04-10,2023-04-13, ,96902825,98019339,450136,3,IN
IN10,1005320,1,87079640,MPLF,39,KG,332,EUR,2023-04-10,2023-04-14, ,49826393,49826393,771651,1,IN
IN10,1005324,1,44074088,EDSA,74,PCS,52,EUR,2023-04-11,2023-04-14, ,80947030,86162838,771651,2,IN
IN10,1005336,1,86457056,MPLF,96,PCS,159,EUR,2023-04-13,2023-04-14, ,52930047,49826393,771651,3,IN
IN10,1005288,2,83863032,ZUFN,86,G,263,EUR,2023-04-07,2023-04-17,x,61546081,44488029,746540,1,IN
IN10,1005334,1,79697072,ZUFN,38,PCS,710,EUR,2023-04-12,2023-04-19, ,14623043,44488029,755353,1,IN
JP11,1005353,3,79697072,ZUFN,50,PCS,710,EUR,2023-04-17,2023-04-19, ,34190390,92217720,800504,4,JP
JP11,1005352,3,26709208,ZELA,74,KG,229,EUR,2023-04-17,2023-04-18, ,32093764,49784073,154518,3,JP
JP11,1005347,2,79697072,ZUFN,76,PCS,710,EUR,2023-04-14,2023-04-18, ,79136956,92217720,154518,2,JP
JP11,1005300,1,25398208,COLA,28,PCS,504,EUR,2023-04-10,2023-04-18, ,23246292,33607135,154518,1,JP
US10,1005314,1,24242928,COLA,39,KG,321,EUR,2023-04-10,2023-04-11, ,62192020,22179495,152004,6,US
BR10,1005329,1,20667944,COLA,75,KG,463,EUR,2023-04-12,2023-04-17, ,72482110,53251766,612248,2,BR
US10,1005376,1,26709208,ZELA,93,KG,229,EUR,2023-04-21,2023-04-24, ,64020092,56417381,120934,8,US
BR10,1005277,1,37141432,EDSA,88,PCS,474,EUR,2023-04-06,2023-04-17, ,36266286,84141246,612248,1,BR
CN10,1005332,1,25398208,COLA,95,PCS,504,EUR,2023-04-12,2023-04-18, ,10302268,23246292,806254,3,CN
CN10,1005361,1,88903632,MPLF,31,PCS,880,EUR,2023-04-17,2023-04-19, ,20887554,20837115,795985,2,CN
CN10,1005342,2,83863032,ZUFN,82,G,263,EUR,2023-04-13,2023-04-18, ,10869462,23344986,806254,5,CN
CN10,1005342,1,76304544,ZUFN,99,PCS,692,EUR,2023-04-13,2023-04-18, ,10869462,23344986,806254,4,CN
CN10,1005330,3,76304544,ZUFN,38,PCS,692,EUR,2023-04-12,2023-04-18, ,61543630,23344986,806254,2,CN
CN10,1005343,2,98147568,MPLF,80,L,996,EUR,2023-04-14,2023-04-17,x,38699668,20837115,432021,6,CN
CN10,1005332,4,60261224,UDF3,76,KG,350,EUR,2023-04-12,2023-04-17, ,10302268,71417158,432021,4,CN
CN10,1005330,1,86834912,MPLF,95,PCS,381,EUR,2023-04-12,2023-04-17, ,61543630,20837115,432021,3,CN
CN10,1005302,1,78949416,ZUFN,27,PCS,991,EUR,2023-04-10,2023-04-17, ,51723487,23344986,432021,1,CN
CN10,1005322,2,78949416,ZUFN,27,PCS,991,EUR,2023-04-11,2023-04-14, ,76675367,23344986,121533,3,CN
CN10,1005322,1,75990376,ZUFN,68,PCS,499,EUR,2023-04-11,2023-04-14, ,76675367,23344986,121533,2,CN
CN10,1005294,1,86834912,MPLF,29,PCS,381,EUR,2023-04-17,2023-04-20, ,14216209,20837115,121533,1,CN
BR10,1005295,1,45162744,EDSA,40,PCS,520,EUR,2023-04-10,2023-04-14, ,50027648,84141246,705936,2,BR
BR10,1005278,1,49991456,PYTF,62,PCS,733,EUR,2023-04-06,2023-04-12, ,60223748,51619782,804596,2,BR
CN10,1005377,1,19816724,COLA,6,PCS,521,EUR,2023-04-18,2023-04-24, ,48125799,23246292,146688,1,CN
CN10,1005389,2,47767912,PYTF,42,PCS,915,EUR,2023-04-19,2023-04-21, ,66495160,48148862,327444,3,CN
CN10,1005408,1,50862632,PYTF,88,PCS,867,EUR,2023-04-21,2023-04-24, ,81226330,12948061,146688,2,CN
CN10,1005338,2,75603272,ZUFN,19,PCS,320,EUR,2023-04-13,2023-04-21, ,69540038,23246292,327444,1,CN
US10,1005354,2,83863032,ZUFN,7,G,263,EUR,2023-04-17,2023-04-21, ,99614307,88510487,692065,1,US
JP11,1005395,2,77128608,ZUFN,86,PCS,606,EUR,2023-04-20,2023-04-27,x,19048037,92217720,389247,2,JP
JP11,1005380,2,90455123,MPLF,87,PCS,437,EUR,2023-04-18,2023-04-20, ,44488029,40601709,184117,2,JP
JP11,1005353,2,71374072,UDF3,35,PCS,293,EUR,2023-04-17,2023-04-21, ,34190390,79246109,900961,1,JP
JP11,1005394,1,69251696,UDF3,52,L,529,EUR,2023-04-20,2023-04-21, ,23246292,79246109,900961,4,JP
JP11,1005339,1,98147568,MPLF,99,L,996,EUR,2023-04-13,2023-04-24, ,17437251,40601709,184000,1,JP
CN10,1005389,1,22818912,COLA,2,KG,636,EUR,2023-04-19,2023-04-25, ,66495160,23246292,770448,2,CN
JP11,1005380,1,25150904,COLA,34,PCS,976,EUR,2023-04-18,2023-04-24, ,44488029,33607135,184000,4,JP
US10,1005383,1,88797376,MPLF,71,PCS,6,EUR,2023-04-18,2023-04-21, ,35396553,81552979,692065,3,US
US10,1005382,1,48705128,PYTF,77,KG,799,EUR,2023-04-18,2023-04-19, ,17445420,43449637,581082,4,US
CN10,1005431,1,86662444,MPLF,60,KG,447,EUR,2023-04-24,2023-04-26, ,76675367,12948061,844054,2,CN
US10,1005414,1,88797376,MPLF,26,PCS,6,EUR,2023-04-24,2023-04-25, ,18407205,81552979,934841,4,US
US10,1005390,1,49991456,PYTF,56,PCS,733,EUR,2023-04-20,2023-04-25, ,27921440,43449637,934841,2,US
US10,1005383,2,50862632,PYTF,44,PCS,867,EUR,2023-04-18,2023-04-24, ,35396553,43449637,133854,7,US
US10,1005381,1,24242928,COLA,63,KG,321,EUR,2023-04-18,2023-04-24, ,35396553,22179495,133854,6,US
US10,1005358,1,97625203,MPLF,78,KG,554,EUR,2023-04-17,2023-04-24, ,97468902,81552979,133854,5,US
US10,1005354,1,88797376,MPLF,22,PCS,6,EUR,2023-04-17,2023-04-24,x,99614307,81552979,133854,3,US
US10,1005341,1,97625203,MPLF,34,KG,554,EUR,2023-04-13,2023-04-24, ,72479255,81552979,133854,1,US
CN10,1005357,1,51088568,PYTF,80,PCS,234,EUR,2023-04-17,2023-04-26, ,61543630,12948061,844054,1,CN
JP11,1005432,1,25150904,COLA,95,PCS,976,EUR,2023-04-24,2023-04-26,x,73893399,33607135,124064,2,JP
JP11,1005410,2,60261224,UDF3,78,KG,350,EUR,2023-04-21,2023-04-25, ,72770444,79246109,390508,2,JP
JP11,1005401,1,69251696,UDF3,66,L,529,EUR,2023-04-20,2023-04-24, ,87766849,79246109,184000,7,JP
JP11,1005398,1,20667944,COLA,29,KG,463,EUR,2023-04-20,2023-04-24, ,17850787,33607135,184000,6,JP
CN10,1005442,1,90455123,MPLF,11,PCS,437,EUR,2023-04-24,2023-04-27, ,50603071,20837115,828768,4,CN
US10,1005327,3,89034752,MPLF,35,PCS,726,EUR,2023-04-11,2023-04-18, ,35396553,81552979,120934,3,US
US10,1005356,3,75904608,ZUFN,83,PCS,544,EUR,2023-04-17,2023-04-19, ,61835271,88510487,581082,2,US
IN10,1005452,1,88903632,MPLF,51,PCS,880,EUR,2023-04-25,2023-04-27, ,88994835,49826393,608342,6,IN
IN10,1005388,3,47961168,PYTF,16,PCS,555,EUR,2023-04-24,2023-04-26, ,79246109,87940829,289844,1,IN
DE10,1005371,1,24567712,COLA,65,PCS,689,EUR,2023-04-17,2023-04-24, ,49883210,63821277,943411,1,DE
DE10,1005373,1,86457056,MPLF,62,PCS,159,EUR,2023-04-17,2023-04-20, ,48250236,47656838,526965,2,DE
DE10,1005344,1,86834912,MPLF,70,PCS,381,EUR,2023-04-14,2023-04-20, ,51101792,47656838,526965,1,DE
DE10,1005319,2,24242928,COLA,10,KG,321,EUR,2023-04-10,2023-04-19, ,14427468,63821277,733466,1,DE
BR10,1005367,2,75990376,ZUFN,86,PCS,499,EUR,2023-04-17,2023-04-21, ,56170564,24642678,750582,4,BR
IN10,1005448,1,24242928,COLA,82,KG,321,EUR,2023-04-25,2023-04-26, ,28588831,30090592,215454,8,IN
BR10,1005397,1,47767912,PYTF,83,PCS,915,EUR,2023-04-20,2023-04-25, ,26876759,51619782,649930,1,BR
BR10,1005351,1,49790248,PYTF,79,PCS,700,EUR,2023-04-17,2023-04-24, ,20120325,51619782,925611,2,BR
BR10,1005369,1,45013285,EDSA,87,KG,543,EUR,2023-04-17,2023-04-21, ,90546423,84141246,750582,5,BR
IN10,1005362,1,45162744,EDSA,34,PCS,520,EUR,2023-04-27,2023-05-01,x,51619782,86162838,470878,1,IN
BR10,1005350,1,20667944,COLA,55,KG,463,EUR,2023-04-14,2023-04-19, ,97040471,53251766,841277,1,BR
DE10,1005399,1,88346328,MPLF,16,KG,618,EUR,2023-04-20,2023-04-26, ,27800605,47656838,570718,1,DE
BR10,1005360,3,78949416,ZUFN,54,PCS,991,EUR,2023-04-17,2023-04-20, ,29602197,24642678,453560,3,BR
BR10,1005360,2,76304544,ZUFN,49,PCS,692,EUR,2023-04-17,2023-04-20, ,29602197,24642678,453560,2,BR
BR10,1005375,1,22818912,COLA,49,KG,636,EUR,2023-04-17,2023-04-20, ,17320878,53251766,453560,6,BR
BR10,1005350,3,85602600,ZUFN,54,L,361,EUR,2023-04-14,2023-04-21, ,97040471,24642678,750582,1,BR
IN10,1005384,2,25398208,COLA,41,PCS,504,EUR,2023-04-20,2023-04-25, ,24448207,30090592,470878,2,IN
BR10,1005360,1,19474160,COLA,47,KG,986,EUR,2023-04-17,2023-04-21, ,29602197,53251766,750582,2,BR
IN10,1005355,1,22818912,COLA,38,KG,636,EUR,2023-04-17,2023-04-24,x,35240638,44155404,859425,1,IN
IN10,1005378,1,86457056,MPLF,71,PCS,159,EUR,2023-04-18,2023-04-24, ,48017982,49826393,859425,2,IN
BR10,1005367,1,90455123,MPLF,47,PCS,437,EUR,2023-04-17,2023-04-21, ,56170564,32008687,750582,3,BR
BR10,1005364,2,29156488,ZELA,52,PCS,374,EUR,2023-04-17,2023-04-20, ,20120325,40138709,453560,5,BR
US10,1005416,1,24242928,COLA,89,KG,321,EUR,2023-04-24,2023-04-27, ,99066604,22179495,283273,6,US
US10,1005418,2,75603272,ZUFN,38,PCS,320,EUR,2023-04-24,2023-04-27, ,26673288,88510487,283273,7,US
US10,1005423,2,84480424,ZUFN,61,G,136,EUR,2023-04-24,2023-04-27, ,82040060,88510487,283273,8,US
US10,1005470,2,79697072,ZUFN,94,PCS,710,EUR,2023-04-28,2023-05-04, ,17445420,23329589,710114,5,US
US10,1005456,3,68338888,UDF3,26,PCS,167,EUR,2023-05-01,2023-05-05, ,26673288,40424932,367391,2,US
US10,1005454,3,26709208,ZELA,31,KG,229,EUR,2023-04-26,2023-05-01, ,61475942,56417381,983323,5,US
US10,1005420,1,20667944,COLA,2,KG,463,EUR,2023-04-24,2023-05-01, ,35396553,22179495,983323,3,US
US10,1005391,3,28148584,ZELA,18,PCS,778,EUR,2023-04-20,2023-05-01, ,35507382,56417381,983323,1,US
US10,1005456,1,48075088,PYTF,54,KG,353,EUR,2023-04-26,2023-04-28, ,26673288,43449637,511844,6,US
US10,1005451,1,26230416,ZELA,90,PCS,190,EUR,2023-04-25,2023-04-28, ,45837989,56417381,511844,4,US
US10,1005418,1,97625203,MPLF,95,KG,554,EUR,2023-04-24,2023-04-28, ,26673288,81552979,511844,3,US
US10,1005453,1,87079640,MPLF,34,KG,332,EUR,2023-04-26,2023-04-27, ,27204519,81552979,283273,10,US
US10,1005447,1,86662444,MPLF,45,KG,447,EUR,2023-04-25,2023-04-27, ,20065736,81552979,283273,9,US
US10,1005413,1,87079640,MPLF,41,KG,332,EUR,2023-04-24,2023-04-27, ,56516420,81552979,283273,4,US
US10,1005470,1,97625203,MPLF,53,KG,554,EUR,2023-04-28,2023-05-01, ,17445420,81552979,983323,7,US
US10,1005462,3,76304544,ZUFN,55,PCS,692,EUR,2023-04-27,2023-05-04, ,37259073,88510487,710114,4,US
US10,1005358,3,83863032,ZUFN,21,G,263,EUR,2023-04-17,2023-04-27, ,97468902,88510487,283273,1,US
IN10,1005443,1,45841032,EDSA,57,PCS,603,EUR,2023-04-24,2023-04-26, ,62114292,86162838,215454,7,IN
IN10,1005400,2,26709208,ZELA,96,KG,229,EUR,2023-04-20,2023-04-26, ,96108943,70768553,215454,4,IN
IN10,1005388,1,86834912,MPLF,12,PCS,381,EUR,2023-04-19,2023-04-26,x,79246109,98019339,215454,3,IN
IN10,1005378,4,84480424,ZUFN,19,G,136,EUR,2023-04-18,2023-04-26,x,48017982,44488029,215454,1,IN
IN10,1005372,2,58200280,UDF3,23,PCS,335,EUR,2023-04-21,2023-04-27, ,67707119,98019339,977063,1,IN
IN10,1005384,1,21595928,COLA,44,PCS,83,EUR,2023-04-27,2023-05-02, ,24448207,30090592,349551,1,IN
IN10,1005444,4,75603272,ZUFN,47,PCS,320,EUR,2023-04-25,2023-04-28,x,38071817,49826393,349551,4,IN
IN10,1005422,2,84480424,ZUFN,25,G,136,EUR,2023-04-26,2023-05-01, ,26820541,49826393,608342,2,IN
IN10,1005485,2,98151444,MPLF,96,PCS,916,EUR,2023-05-01,2023-05-02, ,99603522,44155404,662429,4,IN
