_CASE_KEY,WERKS,EBELN,EBELP,ACTIVITY_EN,EVENTTIME,_SORTING,USER_NAME,RKDST,NAME1,ELIKZ,MATNR,MATKL,MENGE,DELGE,NETPR,BLDAT,BUDAT,BPDAT,DRDAT,LEWED,SEDAT,LCWED,ITDAT,MAVPR,THWMS,LATES,LATED,LATEP
DE101091061,DE10,109106,1,Goods Shipped,2023-06-20 01:00:00,26000,,,Material Delivery S.p.A,x,18608880,TPM1,39,39,1,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE101091061,DE10,109106,1,Late Delivery,2023-06-26 01:00:00,26500,,,Material Delivery S.p.A,x,18608880,TPM1,39,39,1,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE101091061,DE10,109106,1,Record Goods Issue,2023-06-30 01:00:00,27000,,,Material Delivery S.p.A,x,18608880,TPM1,39,39,1,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE101091061,DE10,109106,1,Record Invoice,2023-07-11 00:00:00,10200,,,Material Delivery S.p.A,x,18608880,TPM1,39,39,1,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE101091062,DE10,109106,2,Create Purchase Order Item,2023-06-15 01:00:00,20000,77540650,,Office Supplies,x,11159536,TPM1,19,19,1,2023-07-05,2023-07-26,,2023-06-16,2023-06-19,2023-06-19,2023-06-26,2023-06-26,,,0,0,
DE101091062,DE10,109106,2,Purchase Order Item: Approved,2023-06-16 01:00:00,23000,68968014,,Office Supplies,x,11159536,TPM1,19,19,1,2023-07-05,2023-07-26,,2023-06-16,2023-06-19,2023-06-19,2023-06-26,2023-06-26,,,0,0,
DE101091062,DE10,109106,2,Purchase Order Item: Sent to Vendor,2023-06-16 01:00:00,25000,,,Office Supplies,x,11159536,TPM1,19,19,1,2023-07-05,2023-07-26,,2023-06-16,2023-06-19,2023-06-19,2023-06-26,2023-06-26,,,0,0,
DE101091062,DE10,109106,2,Goods Shipped,2023-06-19 01:00:00,26000,,,Office Supplies,x,11159536,TPM1,19,19,1,2023-07-05,2023-07-26,,2023-06-16,2023-06-19,2023-06-19,2023-06-26,2023-06-26,,,0,0,
DE101091062,DE10,109106,2,Record Goods Issue,2023-06-26 01:00:00,27000,,,Office Supplies,x,11159536,TPM1,19,19,1,2023-07-05,2023-07-26,,2023-06-16,2023-06-19,2023-06-19,2023-06-26,2023-06-26,,,0,0,
DE101091062,DE10,109106,2,Record Invoice,2023-07-05 00:00:00,10200,,,Office Supplies,x,11159536,TPM1,19,19,1,2023-07-05,2023-07-26,,2023-06-16,2023-06-19,2023-06-19,2023-06-26,2023-06-26,,,0,0,
DE101091063,DE10,109106,3,Create Purchase Order Item,2023-06-15 01:00:00,20000,77540650,,Office Supplies,x,13405872,TPM1,44,44,3,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-23,2023-06-23,,,0,0,
DE101091063,DE10,109106,3,Purchase Order Item: Approved,2023-06-15 01:00:00,23000,68968014,,Office Supplies,x,13405872,TPM1,44,44,3,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-23,2023-06-23,,,0,0,
DE101091063,DE10,109106,3,Purchase Order Item: Sent to Vendor,2023-06-15 01:00:00,25000,,,Office Supplies,x,13405872,TPM1,44,44,3,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-23,2023-06-23,,,0,0,
DE101091063,DE10,109106,3,Goods Shipped,2023-06-16 01:00:00,26000,,,Office Supplies,x,13405872,TPM1,44,44,3,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-23,2023-06-23,,,0,0,
DE101091063,DE10,109106,3,Record Goods Issue,2023-06-23 01:00:00,27000,,,Office Supplies,x,13405872,TPM1,44,44,3,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-23,2023-06-23,,,0,0,
DE101091063,DE10,109106,3,Record Invoice,2023-07-05 00:00:00,10200,,,Office Supplies,x,13405872,TPM1,44,44,3,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-23,2023-06-23,,,0,0,
DE101160121,DE10,116012,1,Create Purchase Requisition Item,2023-07-07 01:00:00,10000,27800605,x,FeV SRL, ,50191792,PYTF,33,33,545,,,,,2023-07-24,,2023-07-31,,,,0,0,
DE101160121,DE10,116012,1,Purchase Requisition Item: Approved,2023-07-14 01:00:00,11000,68613813,x,FeV SRL, ,50191792,PYTF,33,33,545,,,,,2023-07-24,,2023-07-31,,,,0,0,
DE101160122,DE10,116012,2,Create Purchase Requisition Item,2023-07-10 01:00:00,10000,14193461,x,FeV SRL, ,44409248,EDSA,1,1,267,,,,,2023-07-24,,2023-07-31,,,,0,0,
DE101160122,DE10,116012,2,Purchase Requisition Item: Approved,2023-07-14 01:00:00,11000,58569539,x,FeV SRL, ,44409248,EDSA,1,1,267,,,,,2023-07-24,,2023-07-31,,,,0,0,
DE101160123,DE10,116012,3,Create Purchase Requisition Item,2023-07-11 01:00:00,10000,52951210,x,Green Packages, ,24567712,COLA,20,20,689,,,,,2023-07-26,,2023-08-01,,,,0,0,
DE101160123,DE10,116012,3,Purchase Requisition Item: Approved,2023-07-14 01:00:00,11000,63821277,x,Green Packages, ,24567712,COLA,20,20,689,,,,,2023-07-26,,2023-08-01,,,,0,0,
DE101160124,DE10,116012,4,Create Purchase Requisition Item,2023-07-11 01:00:00,10000,28328779,x,OLP ALT, ,90455123,MPLF,91,91,437,,,,,2023-07-26,,2023-07-28,,,,0,0,
DE101160124,DE10,116012,4,Purchase Requisition Item: Approved,2023-07-14 01:00:00,11000,47656838,x,OLP ALT, ,90455123,MPLF,91,91,437,,,,,2023-07-26,,2023-07-28,,,,0,0,
DE101160125,DE10,116012,5,Create Purchase Requisition Item,2023-07-11 01:00:00,10000,17561687,x,ALP S.p.A, ,82207928,ZUFN,28,28,441,,,,,2023-07-24,,2023-07-27,,,,0,0,
DE101160125,DE10,116012,5,Purchase Requisition Item: Approved,2023-07-14 01:00:00,11000,65550769,x,ALP S.p.A, ,82207928,ZUFN,28,28,441,,,,,2023-07-24,,2023-07-27,,,,0,0,
DE101450201,DE10,145020,1,Create Purchase Requisition Item,2023-06-19 01:00:00,10000,65200073,x,ALP S.p.A,x,82207928,ZUFN,51,51,441,,,,2023-06-29,2023-07-06,2023-07-06,2023-07-10,2023-07-10,,,0,0,
DE101450201,DE10,145020,1,Purchase Requisition Item: Approved,2023-06-26 01:00:00,11000,65550769,x,ALP S.p.A,x,82207928,ZUFN,51,51,441,,,,2023-06-29,2023-07-06,2023-07-06,2023-07-10,2023-07-10,,,0,0,
DE101450201,DE10,145020,1,Create Purchase Order Item,2023-06-27 01:00:00,20000,42053617,x,ALP S.p.A,x,82207928,ZUFN,51,51,441,,,,2023-06-29,2023-07-06,2023-07-06,2023-07-10,2023-07-10,,,0,0,
DE101450201,DE10,145020,1,Purchase Order Item: Approved,2023-06-29 01:00:00,23000,85454276,x,ALP S.p.A,x,82207928,ZUFN,51,51,441,,,,2023-06-29,2023-07-06,2023-07-06,2023-07-10,2023-07-10,,,0,0,
DE101450201,DE10,145020,1,Purchase Order Item: Sent to Vendor,2023-06-29 01:00:00,25000,,x,ALP S.p.A,x,82207928,ZUFN,51,51,441,,,,2023-06-29,2023-07-06,2023-07-06,2023-07-10,2023-07-10,,,0,0,
DE101450201,DE10,145020,1,Goods Shipped,2023-07-06 01:00:00,26000,,x,ALP S.p.A,x,82207928,ZUFN,51,51,441,,,,2023-06-29,2023-07-06,2023-07-06,2023-07-10,2023-07-10,,,0,0,
DE101450201,DE10,145020,1,Record Goods Issue,2023-07-10 01:00:00,27000,,x,ALP S.p.A,x,82207928,ZUFN,51,51,441,,,,2023-06-29,2023-07-06,2023-07-06,2023-07-10,2023-07-10,,,0,0,
DE101450202,DE10,145020,2,Create Purchase Requisition Item,2023-06-19 01:00:00,10000,42012916,x,Alc. SRL,x,24242928,COLA,39,39,321,,,,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10,,,0,0,
DE101450202,DE10,145020,2,Purchase Requisition Item: Approved,2023-06-26 01:00:00,11000,63821277,x,Alc. SRL,x,24242928,COLA,39,39,321,,,,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10,,,0,0,
DE101450202,DE10,145020,2,Create Purchase Order Item,2023-06-27 01:00:00,20000,42053617,x,Alc. SRL,x,24242928,COLA,39,39,321,,,,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10,,,0,0,
DE101450202,DE10,145020,2,Purchase Order Item: Approved,2023-06-27 01:00:00,23000,85454276,x,Alc. SRL,x,24242928,COLA,39,39,321,,,,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10,,,0,0,
DE101450202,DE10,145020,2,Purchase Order Item: Sent to Vendor,2023-06-27 01:00:00,25000,,x,Alc. SRL,x,24242928,COLA,39,39,321,,,,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10,,,0,0,
DE101450202,DE10,145020,2,Goods Shipped,2023-07-04 01:00:00,26000,,x,Alc. SRL,x,24242928,COLA,39,39,321,,,,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10,,,0,0,
DE101450202,DE10,145020,2,Record Goods Issue,2023-07-10 01:00:00,27000,,x,Alc. SRL,x,24242928,COLA,39,39,321,,,,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10,,,0,0,
DE101450203,DE10,145020,3,Create Purchase Requisition Item,2023-06-20 01:00:00,10000,58600522,x,Alc. SRL,x,71374072,UDF3,74,74,293,,,,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
DE101450203,DE10,145020,3,Purchase Requisition Item: Approved,2023-06-26 01:00:00,11000,59321219,x,Alc. SRL,x,71374072,UDF3,74,74,293,,,,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
DE101450203,DE10,145020,3,Create Purchase Order Item,2023-06-27 01:00:00,20000,42053617,x,Alc. SRL,x,71374072,UDF3,74,74,293,,,,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
DE101450203,DE10,145020,3,Purchase Order Item: Approved,2023-06-29 01:00:00,23000,85454276,x,Alc. SRL,x,71374072,UDF3,74,74,293,,,,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
DE101450203,DE10,145020,3,Purchase Order Item: Sent to Vendor,2023-06-29 01:00:00,25000,,x,Alc. SRL,x,71374072,UDF3,74,74,293,,,,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
DE101450203,DE10,145020,3,Goods Shipped,2023-07-05 01:00:00,26000,,x,Alc. SRL,x,71374072,UDF3,74,74,293,,,,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
DE101450203,DE10,145020,3,Record Goods Issue,2023-07-10 01:00:00,27000,,x,Alc. SRL,x,71374072,UDF3,74,74,293,,,,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
DE101450204,DE10,145020,4,Create Purchase Requisition Item,2023-06-23 01:00:00,10000,30090592,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101450204,DE10,145020,4,Purchase Requisition Item: Approved,2023-06-26 01:00:00,11000,59321219,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101450204,DE10,145020,4,Create Purchase Order Item,2023-06-27 01:00:00,20000,42053617,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101450204,DE10,145020,4,Purchase Order Item: Approved,2023-06-27 01:00:00,23000,85454276,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101450204,DE10,145020,4,Purchase Order Item: Sent to Vendor,2023-06-27 01:00:00,25000,,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101450204,DE10,145020,4,Goods Shipped,2023-06-28 01:00:00,26000,,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101450204,DE10,145020,4,Late Delivery,2023-07-04 01:00:00,26500,,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101450204,DE10,145020,4,Record Goods Issue,2023-07-10 01:00:00,27000,,x,PA Inc.,x,56389144,UDF3,15,15,119,,,,2023-06-27,2023-06-28,2023-06-28,2023-07-04,2023-07-10,,,0,1,
DE101478641,DE10,147864,1,Create Purchase Requisition Item,2023-06-27 01:00:00,10000,34351663,x,O.R.T.O.,x,29156488,ZELA,45,45,374,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478641,DE10,147864,1,Purchase Requisition Item: Approved,2023-07-06 01:00:00,11000,79833202,x,O.R.T.O.,x,29156488,ZELA,45,45,374,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478641,DE10,147864,1,Create Purchase Order Item,2023-07-07 01:00:00,20000,26753334,x,O.R.T.O.,x,29156488,ZELA,45,45,374,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478641,DE10,147864,1,Purchase Order Item: Approved,2023-07-07 01:00:00,23000,62145904,x,O.R.T.O.,x,29156488,ZELA,45,45,374,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478641,DE10,147864,1,Purchase Order Item: Sent to Vendor,2023-07-07 01:00:00,25000,,x,O.R.T.O.,x,29156488,ZELA,45,45,374,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478641,DE10,147864,1,Goods Shipped,2023-07-10 01:00:00,26000,,x,O.R.T.O.,x,29156488,ZELA,45,45,374,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478641,DE10,147864,1,Record Goods Issue,2023-07-14 01:00:00,27000,,x,O.R.T.O.,x,29156488,ZELA,45,45,374,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478642,DE10,147864,2,Create Purchase Order Item,2023-07-07 01:00:00,20000,26753334,,Office Supplies,x,13405872,TPM1,81,81,3,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478642,DE10,147864,2,Purchase Order Item: Approved,2023-07-07 01:00:00,23000,62145904,,Office Supplies,x,13405872,TPM1,81,81,3,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478642,DE10,147864,2,Purchase Order Item: Sent to Vendor,2023-07-07 01:00:00,25000,,,Office Supplies,x,13405872,TPM1,81,81,3,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478642,DE10,147864,2,Goods Shipped,2023-07-10 01:00:00,26000,,,Office Supplies,x,13405872,TPM1,81,81,3,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478642,DE10,147864,2,Record Goods Issue,2023-07-14 01:00:00,27000,,,Office Supplies,x,13405872,TPM1,81,81,3,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,,,0,0,
DE101478643,DE10,147864,3,Create Purchase Requisition Item,2023-07-03 01:00:00,10000,55359124,x,FeV SRL, ,43678400,EDSA,39,39,115,,,,2023-07-10,2023-07-13,2023-07-13,2023-07-17,,,,0,0,
DE101478643,DE10,147864,3,Purchase Requisition Item: Approved,2023-07-06 01:00:00,11000,58569539,x,FeV SRL, ,43678400,EDSA,39,39,115,,,,2023-07-10,2023-07-13,2023-07-13,2023-07-17,,,,0,0,
DE101478643,DE10,147864,3,Create Purchase Order Item,2023-07-07 01:00:00,20000,26753334,x,FeV SRL, ,43678400,EDSA,39,39,115,,,,2023-07-10,2023-07-13,2023-07-13,2023-07-17,,,,0,0,
DE101478643,DE10,147864,3,Purchase Order Item: Approved,2023-07-10 01:00:00,23000,62145904,x,FeV SRL, ,43678400,EDSA,39,39,115,,,,2023-07-10,2023-07-13,2023-07-13,2023-07-17,,,,0,0,
DE101478643,DE10,147864,3,Purchase Order Item: Sent to Vendor,2023-07-10 01:00:00,25000,,x,FeV SRL, ,43678400,EDSA,39,39,115,,,,2023-07-10,2023-07-13,2023-07-13,2023-07-17,,,,0,0,
DE101478643,DE10,147864,3,Goods Shipped,2023-07-13 01:00:00,26000,,x,FeV SRL, ,43678400,EDSA,39,39,115,,,,2023-07-10,2023-07-13,2023-07-13,2023-07-17,,,,0,0,
DE101478644,DE10,147864,4,Create Purchase Requisition Item,2023-07-05 01:00:00,10000,40594299,x,O.R.T.O., ,86662444,MPLF,77,77,447,,,,2023-07-11,2023-07-14,2023-07-14,2023-07-18,,,,0,0,
DE101478644,DE10,147864,4,Purchase Requisition Item: Approved,2023-07-06 01:00:00,11000,47656838,x,O.R.T.O., ,86662444,MPLF,77,77,447,,,,2023-07-11,2023-07-14,2023-07-14,2023-07-18,,,,0,0,
DE101478644,DE10,147864,4,Create Purchase Order Item,2023-07-07 01:00:00,20000,26753334,x,O.R.T.O., ,86662444,MPLF,77,77,447,,,,2023-07-11,2023-07-14,2023-07-14,2023-07-18,,,,0,0,
DE101478644,DE10,147864,4,Purchase Order Item: Approved,2023-07-11 01:00:00,23000,62145904,x,O.R.T.O., ,86662444,MPLF,77,77,447,,,,2023-07-11,2023-07-14,2023-07-14,2023-07-18,,,,0,0,
DE101478644,DE10,147864,4,Purchase Order Item: Sent to Vendor,2023-07-11 01:00:00,25000,,x,O.R.T.O., ,86662444,MPLF,77,77,447,,,,2023-07-11,2023-07-14,2023-07-14,2023-07-18,,,,0,0,
DE101478644,DE10,147864,4,Goods Shipped,2023-07-14 01:00:00,26000,,x,O.R.T.O., ,86662444,MPLF,77,77,447,,,,2023-07-11,2023-07-14,2023-07-14,2023-07-18,,,,0,0,
DE101539261,DE10,153926,1,Create Purchase Order Item,2023-06-01 01:00:00,20000,29797126,,Office Supplies,x,11788404,TPM1,94,94,6,2023-06-28,2023-07-19,,2023-06-06,2023-06-07,2023-06-07,2023-06-13,2023-06-13,,,0,0,
DE101539261,DE10,153926,1,Purchase Order Item: Approved,2023-06-06 01:00:00,23000,30695145,,Office Supplies,x,11788404,TPM1,94,94,6,2023-06-28,2023-07-19,,2023-06-06,2023-06-07,2023-06-07,2023-06-13,2023-06-13,,,0,0,
DE101539261,DE10,153926,1,Purchase Order Item: Sent to Vendor,2023-06-06 01:00:00,25000,,,Office Supplies,x,11788404,TPM1,94,94,6,2023-06-28,2023-07-19,,2023-06-06,2023-06-07,2023-06-07,2023-06-13,2023-06-13,,,0,0,
DE101539261,DE10,153926,1,Goods Shipped,2023-06-07 01:00:00,26000,,,Office Supplies,x,11788404,TPM1,94,94,6,2023-06-28,2023-07-19,,2023-06-06,2023-06-07,2023-06-07,2023-06-13,2023-06-13,,,0,0,
DE101539261,DE10,153926,1,Record Goods Issue,2023-06-13 01:00:00,27000,,,Office Supplies,x,11788404,TPM1,94,94,6,2023-06-28,2023-07-19,,2023-06-06,2023-06-07,2023-06-07,2023-06-13,2023-06-13,,,0,0,
DE101539261,DE10,153926,1,Record Invoice,2023-06-28 00:00:00,10200,,,Office Supplies,x,11788404,TPM1,94,94,6,2023-06-28,2023-07-19,,2023-06-06,2023-06-07,2023-06-07,2023-06-13,2023-06-13,,,0,0,
DE101717431,DE10,171743,1,Create Purchase Requisition Item,2023-06-05 01:00:00,10000,53834925,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE101717431,DE10,171743,1,Purchase Requisition Item: Approved,2023-06-13 01:00:00,11000,79833202,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE101717431,DE10,171743,1,Create Purchase Order Item,2023-06-14 01:00:00,20000,69070997,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE101717431,DE10,171743,1,Purchase Order Item: Approved,2023-06-19 01:00:00,23000,78847324,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE101717431,DE10,171743,1,Purchase Order Item: Sent to Vendor,2023-06-19 01:00:00,25000,,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE101717431,DE10,171743,1,Goods Shipped,2023-06-26 01:00:00,26000,,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE101717431,DE10,171743,1,Record Goods Issue,2023-06-28 01:00:00,27000,,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE101717431,DE10,171743,1,Record Invoice,2023-07-11 00:00:00,10200,,x,Bottle Supplies,x,28440760,ZELA,13,13,603,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-06-26,2023-06-28,2023-06-28,,,0,0,
DE1017174310,DE10,171743,10,Create Purchase Requisition Item,2023-06-12 01:00:00,10000,55359124,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Purchase Requisition Item: Approved,2023-06-13 01:00:00,11000,47656838,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Create Purchase Order Item,2023-06-14 01:00:00,20000,69070997,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Purchase Order Item: Approved,2023-06-16 01:00:00,23000,78847324,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Purchase Order Item: Sent to Vendor,2023-06-16 01:00:00,25000,,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Late Shipment,2023-06-23 01:00:00,25500,,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Goods Shipped,2023-06-30 01:00:00,26000,,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Record Invoice,2023-07-05 00:00:00,10200,,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE1017174310,DE10,171743,10,Record Goods Issue,2023-07-05 01:00:00,27000,,x,Bottle Supplies,x,98147568,MPLF,50,50,996,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05,,,1,0,
DE101717432,DE10,171743,2,Create Purchase Requisition Item,2023-06-06 01:00:00,10000,39915336,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Purchase Requisition Item: Approved,2023-06-13 01:00:00,11000,58569539,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Create Purchase Order Item,2023-06-14 01:00:00,20000,69070997,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Purchase Order Item: Approved,2023-06-14 01:00:00,23000,78847324,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Purchase Order Item: Sent to Vendor,2023-06-14 01:00:00,25000,,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Late Shipment,2023-06-20 01:00:00,25500,,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Goods Shipped,2023-06-26 01:00:00,26000,,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Record Goods Issue,2023-06-30 01:00:00,27000,,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717432,DE10,171743,2,Record Invoice,2023-07-05 00:00:00,10200,,x,PAD Inc.,x,44074088,EDSA,73,73,52,2023-07-05,2023-07-26,,2023-06-14,2023-06-20,2023-06-26,2023-06-30,2023-06-30,,,1,0,
DE101717433,DE10,171743,3,Create Purchase Requisition Item,2023-06-06 01:00:00,10000,39915336,x,PA Inc.,x,98151444,MPLF,54,54,916,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-23,2023-06-29,2023-06-29,,,0,0,
DE101717433,DE10,171743,3,Purchase Requisition Item: Approved,2023-06-13 01:00:00,11000,47656838,x,PA Inc.,x,98151444,MPLF,54,54,916,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-23,2023-06-29,2023-06-29,,,0,0,
DE101717433,DE10,171743,3,Create Purchase Order Item,2023-06-14 01:00:00,20000,69070997,x,PA Inc.,x,98151444,MPLF,54,54,916,2023-07-05,2023-07-26,,2023-06-16,2023-06-23,2023-06-23,2023-06-29,2023-06-29,,,0,0,
