WERKS,BANFN,BNFPO,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,BADAT,FRGDT,LOEKZ,ERNAM,PERNR,EBELN,EBELP,LAND1
BR10,1001005,1,19816724,COLA,45,PCS,521,EUR,2019-10-28,2019-10-29, ,66495160,53251766,937286,1,BR
DE10,1000957,2,25150904,COLA,22,PCS,976,EUR,2019-10-14,2019-10-22, ,89319796,63821277,509779,1,DE
BR10,1000974,2,32003616,ZELA,46,L,231,EUR,2019-10-17,2019-10-24, ,94286021,40138709,683442,5,BR
BR10,1000973,1,87079640,MPLF,83,KG,332,EUR,2019-10-17,2019-10-24, ,66775960,32008687,683442,3,BR
BR10,1000967,1,47961168,PYTF,35,PCS,555,EUR,2019-10-17,2019-10-24, ,32454627,51619782,683442,1,BR
BR10,1000986,1,32003616,ZELA,93,L,231,EUR,2019-10-21,2019-10-22, ,82343323,40138709,226047,2,BR
IN10,1000978,2,54836888,PYTF,89,PCS,389,EUR,2019-10-23,2019-10-25,x,41145399,87940829,642867,1,IN
IN10,1000979,1,43678400,EDSA,44,PCS,115,EUR,2019-10-21,2019-10-28, ,61475942,86162838,417206,1,IN
IN10,1000979,3,68338888,UDF3,24,PCS,167,EUR,2019-10-28,2019-10-31, ,61475942,98019339,417206,2,IN
US10,1001002,1,86457056,MPLF,2,PCS,159,EUR,2019-10-28,2019-10-30, ,85454276,81552979,538591,1,US
JP11,1001000,3,69909608,UDF3,16,PCS,990,EUR,2019-10-25,2019-10-30,x,77140131,79246109,790310,2,JP
US10,1000975,4,75904608,ZUFN,61,PCS,544,EUR,2019-10-18,2019-10-23, ,74151062,88510487,820376,5,US
CN10,1000992,1,86457056,MPLF,59,PCS,159,EUR,2019-10-22,2019-10-28, ,27800605,20837115,991791,1,CN
CN10,1000970,1,48705128,PYTF,45,KG,799,EUR,2019-10-17,2019-10-22, ,19048037,12948061,461287,2,CN
CN10,1000954,1,35470001,EDSA,60,KG,235,EUR,2019-10-18,2019-10-21, ,92957419,49485597,183268,1,CN
CN10,1000982,2,28148584,ZELA,52,PCS,778,EUR,2019-10-21,2019-10-23, ,61546081,93048219,183268,3,CN
CN10,1000994,1,86662444,MPLF,46,KG,447,EUR,2019-10-23,2019-10-29, ,79767989,20837115,899313,1,CN
DE10,1000999,3,75603272,ZUFN,43,PCS,320,EUR,2019-10-25,2019-11-01, ,27335411,65550769,543965,2,DE
JP11,1000981,1,24567712,COLA,38,PCS,689,EUR,2019-10-21,2019-10-29, ,63075386,33607135,849963,1,JP
DE10,1001013,2,60261224,UDF3,88,KG,350,EUR,2019-10-30,2019-11-04, ,30964223,59321219,573747,1,DE
JP11,1001011,1,43678400,EDSA,13,PCS,115,EUR,2019-10-30,2019-10-31, ,85522996,59231227,345058,2,JP
JP11,1001000,2,88797376,MPLF,57,PCS,6,EUR,2019-10-25,2019-10-31, ,77140131,40601709,345058,3,JP
JP11,1001000,1,45841032,EDSA,1,PCS,603,EUR,2019-10-25,2019-11-04, ,77140131,59231227,336453,1,JP
DE10,1001013,1,25150904,COLA,94,PCS,976,EUR,2019-10-30,2019-11-06, ,30964223,63821277,554967,1,DE
DE10,1001015,3,32071024,ZELA,70,KG,737,EUR,2019-10-30,2019-11-06, ,65619912,79833202,554967,2,DE
BR10,1001016,2,49991456,PYTF,69,PCS,733,EUR,2019-10-30,2019-11-04, ,94239552,51619782,259453,1,BR
US10,1000998,1,97625203,MPLF,49,KG,554,EUR,2019-10-24,2019-11-01, ,97468902,81552979,465472,5,US
US10,1001002,2,90455123,MPLF,90,PCS,437,EUR,2019-10-28,2019-11-01, ,85454276,81552979,465472,1,US
US10,1001012,1,22818912,COLA,55,KG,636,EUR,2019-10-30,2019-11-05, ,23329589,22179495,116812,2,US
US10,1001017,1,44409248,EDSA,93,L,267,EUR,2019-10-31,2019-11-05, ,32683983,23329589,116812,3,US
US10,1001023,2,88797376,MPLF,23,PCS,6,EUR,2019-11-04,2019-11-05, ,64195864,81552979,116812,4,US
US10,1001026,1,29156488,ZELA,10,PCS,374,EUR,2019-11-04,2019-11-05, ,85454276,56417381,116812,6,US
US10,1001022,1,19474160,COLA,4,KG,986,EUR,2019-11-04,2019-11-07, ,91849617,22179495,311904,2,US
CN10,1001001,1,24567712,COLA,7,PCS,689,EUR,2019-10-25,2019-10-31, ,28169736,23246292,923894,1,CN
US10,1000993,1,98147568,MPLF,17,L,996,EUR,2019-10-23,2019-11-01, ,53223692,81552979,465472,4,US
US10,1001010,1,93159896,MPLF,97,PCS,159,EUR,2019-10-29,2019-11-01, ,37774575,81552979,465472,2,US
BR10,1001018,3,78949416,ZUFN,90,PCS,991,EUR,2019-10-31,2019-11-06, ,91415001,24642678,884589,1,BR
DE10,1000999,1,88346328,MPLF,80,KG,618,EUR,2019-10-25,2019-11-06, ,27335411,47656838,554967,4,DE
JP11,1001037,1,93159896,MPLF,65,PCS,159,EUR,2019-11-05,2019-11-11, ,68930260,40601709,418523,1,JP
CN10,1001032,1,78949416,ZUFN,42,PCS,991,EUR,2019-11-05,2019-11-07, ,41650860,12948061,150754,1,CN
CN10,1001044,1,88346328,MPLF,64,KG,618,EUR,2019-11-08,2019-11-12, ,28169736,20837115,526738,1,CN
IN10,1001036,1,98151444,MPLF,49,PCS,916,EUR,2019-11-05,2019-11-11, ,48451268,49826393,154654,1,IN
US10,1001023,3,28440760,ZELA,8,PCS,603,EUR,2019-11-04,2019-11-05, ,64195864,56417381,116812,5,US
US10,1001022,2,25398208,COLA,8,PCS,504,EUR,2019-11-04,2019-11-07, ,91849617,22179495,311904,3,US
US10,1001025,4,69909608,UDF3,76,PCS,990,EUR,2019-11-04,2019-11-07, ,99587757,40424932,311904,6,US
US10,1001029,1,77128608,ZUFN,1,PCS,606,EUR,2019-11-04,2019-11-08, ,65996666,88510487,678889,2,US
US10,1001012,2,89034752,MPLF,2,PCS,726,EUR,2019-10-30,2019-11-11, ,23329589,81552979,855651,1,US
IN10,1001030,1,88797376,MPLF,26,PCS,6,EUR,2019-11-05,2019-11-06, ,49712938,49826393,677985,1,IN
BR10,1001020,1,37141432,EDSA,62,PCS,474,EUR,2019-10-31,2019-11-11, ,74627776,84141246,961028,1,BR
IN10,1001042,1,19474160,COLA,91,KG,986,EUR,2019-11-07,2019-11-11, ,17561687,30090592,154654,2,IN
US10,1001021,2,84480424,ZUFN,68,G,136,EUR,2019-11-01,2019-11-07, ,56170564,88510487,311904,1,US
IN10,1001042,2,54965832,PYTF,25,G,77,EUR,2019-11-18,2019-11-25, ,17561687,87940829,154654,3,IN
DE10,1001049,1,58774200,UDF3,66,KG,934,EUR,2019-11-12,2019-11-13, ,89319796,59321219,334031,1,DE
DE10,1001034,1,88346328,MPLF,70,KG,618,EUR,2019-11-05,2019-11-11, ,20466918,47656838,674940,2,DE
DE10,1001039,1,87079640,MPLF,77,KG,332,EUR,2019-11-06,2019-11-08, ,45861414,47656838,572857,2,DE
DE10,1001049,2,82207928,ZUFN,99,KG,441,EUR,2019-11-11,2019-11-13, ,89319796,65550769,413704,1,DE
DE10,1001024,1,93159896,MPLF,76,PCS,159,EUR,2019-11-04,2019-11-08, ,82824702,47656838,572857,1,DE
US10,1001023,1,19474160,COLA,47,KG,986,EUR,2019-11-04,2019-11-15, ,64195864,22179495,481004,1,US
US10,1001050,1,78949416,ZUFN,17,PCS,991,EUR,2019-11-11,2019-11-15, ,78379489,88510487,481004,2,US
US10,1001060,1,79697072,ZUFN,87,PCS,710,EUR,2019-11-14,2019-11-15, ,26753334,88510487,481004,3,US
US10,1001058,2,60261224,UDF3,98,KG,350,EUR,2019-11-13,2019-11-20, ,98828930,40424932,438850,1,US
US10,1001065,1,19816724,COLA,31,PCS,521,EUR,2019-11-18,2019-11-20, ,45379454,22179495,438850,2,US
CN10,1001059,1,25150904,COLA,55,PCS,976,EUR,2019-11-13,2019-11-18, ,23875597,23246292,900459,1,CN
CN10,1001045,2,78949416,ZUFN,14,PCS,991,EUR,2019-11-08,2019-11-19, ,58010517,23344986,232796,1,CN
BR10,1001064,3,82809960,ZUFN,8,L,435,EUR,2019-11-18,2019-11-19, ,82343323,24642678,269423,4,BR
BR10,1001054,1,24567712,COLA,65,PCS,689,EUR,2019-11-12,2019-11-14,x,46532170,53251766,178955,1,BR
US10,1001022,3,88346328,MPLF,51,KG,618,EUR,2019-11-04,2019-11-12, ,91849617,81552979,107196,1,US
IN10,1001030,2,88903632,MPLF,69,PCS,880,EUR,2019-11-05,2019-11-13, ,49712938,44488029,549638,1,IN
IN10,1001048,4,26709208,ZELA,5,KG,229,EUR,2019-11-19,2019-11-25, ,10869462,70768553,549638,3,IN
IN10,1001048,3,93159896,MPLF,21,PCS,159,EUR,2019-11-11,2019-11-18, ,10869462,49826393,147995,1,IN
IN10,1001047,2,26709208,ZELA,23,KG,229,EUR,2019-11-11,2019-11-19,x,68613813,70768553,480606,1,IN
IN10,1001048,1,32645344,EDSA,31,PCS,845,EUR,2019-11-18,2019-11-25, ,10869462,87940829,333864,1,IN
JP11,1001071,1,44401842,EDSA,59,PCS,207,EUR,2019-11-18,2019-11-20, ,26673288,59231227,321254,2,JP
JP11,1001061,1,88346328,MPLF,62,KG,618,EUR,2019-11-25,2019-11-29, ,99741049,40601709,838922,1,JP
IN10,1001048,2,43151008,EDSA,12,PCS,554,EUR,2019-11-11,2019-11-15,x,10869462,86162838,333864,2,IN
CN10,1001053,1,21595928,COLA,1,PCS,83,EUR,2019-11-12,2019-11-20, ,23999623,23246292,736770,1,CN
BR10,1001069,3,69909608,UDF3,43,PCS,990,EUR,2019-11-18,2019-11-20, ,61498252,89359211,314852,3,BR
BR10,1001070,1,53640144,PYTF,43,PCS,488,EUR,2019-11-18,2019-11-20, ,87519661,51619782,314852,4,BR
JP11,1001068,2,47767912,PYTF,39,PCS,915,EUR,2019-11-18,2019-11-21, ,74509438,70110687,430661,1,JP
BR10,1001098,2,82207928,ZUFN,8,KG,441,EUR,2019-11-26,2019-11-27, ,70747659,24642678,158664,1,BR
BR10,1001070,2,68338888,UDF3,94,PCS,167,EUR,2019-11-18,2019-11-21,x,87519661,89359211,731215,2,BR
BR10,1001076,1,25398208,COLA,63,PCS,504,EUR,2019-11-18,2019-11-26, ,46532170,53251766,696541,1,BR
BR10,1001064,1,22818912,COLA,45,KG,636,EUR,2019-11-18,2019-11-25, ,82343323,53251766,261744,1,BR
BR10,1001062,2,78949416,ZUFN,89,PCS,991,EUR,2019-11-20,2019-11-29, ,22219828,24642678,270791,1,BR
BR10,1001043,2,58890322,UDF3,90,PCS,813,EUR,2019-11-08,2019-11-20, ,86162838,89359211,314852,1,BR
DE10,1001081,2,74349496,UDF3,4,KG,341,EUR,2019-11-21,2019-11-26, ,65619912,59321219,577451,1,DE
JP11,1001068,1,98151444,MPLF,90,PCS,916,EUR,2019-11-18,2019-11-26, ,74509438,40601709,465623,1,JP
BR10,1001052,1,93159896,MPLF,40,PCS,159,EUR,2019-11-12,2019-11-19, ,50027648,32008687,269423,1,BR
JP11,1001099,3,84480424,ZUFN,81,G,136,EUR,2019-11-25,2019-11-28, ,26673288,92217720,285101,3,JP
DE10,1001083,1,19474160,COLA,46,KG,986,EUR,2019-11-21,2019-11-25, ,31526155,63821277,551245,1,DE
IN10,1001063,1,50191792,PYTF,13,KG,545,EUR,2019-11-14,2019-11-25, ,20065736,87940829,422144,1,IN
DE10,1001095,1,86457056,MPLF,72,PCS,159,EUR,2019-11-25,2019-11-27, ,68151316,47656838,311983,3,DE
DE10,1001083,4,69579592,UDF3,53,L,124,EUR,2019-11-21,2019-11-27, ,31526155,59321219,311983,2,DE
DE10,1001077,1,93159896,MPLF,12,PCS,159,EUR,2019-11-19,2019-11-22, ,90546423,47656838,213281,1,DE
US10,1001066,1,88797376,MPLF,46,PCS,6,EUR,2019-11-18,2019-11-25, ,70694805,81552979,934550,2,US
BR10,1001069,1,19474160,COLA,30,KG,986,EUR,2019-11-18,2019-11-21, ,61498252,53251766,731215,1,BR
US10,1001073,1,32003616,ZELA,95,L,231,EUR,2019-11-18,2019-11-21, ,37774575,56417381,181167,2,US
CN10,1001075,1,25235624,COLA,23,L,640,EUR,2019-11-18,2019-11-22, ,17445420,20837115,977211,2,CN
CN10,1001085,1,83863032,ZUFN,63,G,263,EUR,2019-11-25,2019-12-03, ,26483085,23344986,977211,4,CN
US10,1001065,3,54836888,PYTF,42,PCS,389,EUR,2019-11-18,2019-11-25, ,45379454,43449637,934550,1,US
US10,1001065,2,37141432,EDSA,77,PCS,474,EUR,2019-11-18,2019-11-22, ,45379454,23329589,483241,1,US
JP11,1001086,1,89034752,MPLF,38,PCS,726,EUR,2019-11-22,2019-11-28, ,88432539,40601709,285101,2,JP
JP11,1001082,1,86662444,MPLF,6,KG,447,EUR,2019-11-21,2019-11-28, ,22153844,40601709,285101,1,JP
JP11,1001116,1,90455123,MPLF,42,PCS,437,EUR,2019-12-12,2019-12-17, ,99741049,40601709,256704,4,JP
IN10,1001103,1,69251696,UDF3,74,L,529,EUR,2019-11-26,2019-12-02, ,69707819,98019339,270524,2,IN
CN10,1001101,1,75603272,ZUFN,65,PCS,320,EUR,2019-12-02,2019-12-09, ,53251766,23344986,791584,1,CN
CN10,1001109,1,93159896,MPLF,79,PCS,159,EUR,2019-11-27,2019-11-29, ,77540650,20837115,794568,2,CN
CN10,1001102,1,88346328,MPLF,66,KG,618,EUR,2019-11-26,2019-11-29, ,77540650,20837115,794568,1,CN
IN10,1001074,2,56389144,UDF3,36,PCS,119,EUR,2019-11-18,2019-11-26,x,49712938,98019339,493988,1,IN
IN10,1001090,1,47767912,PYTF,26,PCS,915,EUR,2019-11-25,2019-11-27, ,84607325,87940829,942206,1,IN
IN10,1001092,2,71374072,UDF3,98,PCS,293,EUR,2019-11-25,2019-11-27, ,37508402,98019339,942206,2,IN
IN10,1001089,2,26857600,ZELA,99,PCS,453,EUR,2019-11-25,2019-11-28,x,68613813,49826393,882564,1,IN
IN10,1001104,1,97625203,MPLF,9,KG,554,EUR,2019-11-26,2019-11-29, ,87443257,49826393,279771,1,IN
IN10,1001111,1,44401842,EDSA,6,PCS,207,EUR,2019-11-28,2019-12-03, ,42978120,86162838,701993,2,IN
CN10,1001101,2,75904608,ZUFN,27,PCS,544,EUR,2019-11-26,2019-12-02, ,53251766,23344986,791584,2,CN
US10,1001088,1,21595928,COLA,3,PCS,83,EUR,2019-11-22,2019-12-04, ,10989829,22179495,767276,1,US
US10,1001105,3,76304544,ZUFN,85,PCS,692,EUR,2019-11-27,2019-12-03,x,61569751,88510487,836446,1,US
US10,1001105,1,25235624,COLA,57,L,640,EUR,2019-11-27,2019-12-02, ,61569751,22179495,531864,1,US
US10,1001091,2,87079640,MPLF,83,KG,332,EUR,2019-11-25,2019-11-29, ,19844160,81552979,673939,1,US
US10,1001091,1,24567712,COLA,43,PCS,689,EUR,2019-11-25,2019-11-28, ,19844160,43449637,888160,1,US
US10,1001113,1,86662444,MPLF,47,KG,447,EUR,2019-11-28,2019-12-04, ,40836156,81552979,767276,2,US
US10,1001088,2,87079640,MPLF,4,KG,332,EUR,2019-11-22,2019-11-26, ,10989829,81552979,104455,2,US
BR10,1001098,1,97625203,MPLF,42,KG,554,EUR,2019-11-25,2019-11-29, ,70747659,32008687,376138,1,BR
BR10,1001094,3,82809960,ZUFN,26,L,435,EUR,2019-11-25,2019-12-02, ,24642678,24642678,415469,2,BR
DE10,1001095,3,58200280,UDF3,86,PCS,335,EUR,2019-11-25,2019-11-26, ,68151316,59321219,577451,5,DE
DE10,1001093,1,86834912,MPLF,85,PCS,381,EUR,2019-11-25,2019-11-26, ,68822615,47656838,577451,4,DE
JP11,1001107,1,98147568,MPLF,99,L,996,EUR,2019-11-27,2019-12-02, ,62956606,40601709,382361,1,JP
DE10,1001084,1,86662444,MPLF,55,KG,447,EUR,2019-11-21,2019-11-29, ,19392188,47656838,196725,1,DE
DE10,1001108,3,62792440,UDF3,56,PCS,124,EUR,2019-11-27,2019-11-29, ,51101792,59321219,196725,2,DE
JP11,1001106,1,89034752,MPLF,12,PCS,726,EUR,2019-11-27,2019-11-28, ,31899558,40601709,285101,4,JP
DE10,1001108,1,86662444,MPLF,41,KG,447,EUR,2019-11-27,2019-12-02, ,51101792,58569539,167262,2,DE
BR10,1001129,2,98151444,MPLF,54,PCS,916,EUR,2019-12-06,2019-12-11, ,79848143,32008687,243685,2,BR
JP11,1001116,3,82809960,ZUFN,94,L,435,EUR,2019-12-11,2019-12-16, ,99741049,92217720,536063,1,JP
DE10,1001108,2,87079640,MPLF,1,KG,332,EUR,2019-11-27,2019-12-06, ,51101792,47656838,482334,1,DE
DE10,1001123,2,25235624,COLA,50,L,640,EUR,2019-12-04,2019-12-10, ,44517918,63821277,427269,1,DE
BR10,1001128,1,76304544,ZUFN,29,PCS,692,EUR,2019-12-05,2019-12-11, ,76675367,24642678,243685,1,BR
CN10,1001124,1,97625203,MPLF,15,KG,554,EUR,2019-12-04,2019-12-11, ,85564101,20837115,256067,1,CN
CN10,1001131,2,97625203,MPLF,72,KG,554,EUR,2019-12-11,2019-12-16, ,26214738,20837115,463544,1,CN
CN10,1001120,1,86662444,MPLF,12,KG,447,EUR,2019-12-02,2019-12-04,x,25649074,20837115,601258,1,CN
DE10,1001125,1,87079640,MPLF,71,KG,332,EUR,2019-12-04,2019-12-09, ,86915029,47656838,614267,2,DE
BR10,1001129,3,75990376,ZUFN,79,PCS,499,EUR,2019-12-06,2019-12-10, ,79848143,24642678,815659,3,BR
IN10,1001089,1,60261224,UDF3,14,KG,350,EUR,2019-11-25,2019-12-05, ,68613813,87940829,537491,1,IN
IN10,1001112,1,21595928,COLA,17,PCS,83,EUR,2019-11-28,2019-12-03, ,22266209,30090592,701993,3,IN
US10,1001118,1,55226864,PYTF,40,PCS,520,EUR,2019-12-02,2019-12-06, ,65996666,43449637,749563,2,US
US10,1001114,2,88346328,MPLF,69,KG,618,EUR,2019-11-29,2019-12-05, ,29640411,81552979,418071,2,US
US10,1001114,1,37238104,EDSA,27,PCS,320,EUR,2019-11-29,2019-12-05, ,29640411,23329589,418071,1,US
BR10,1001115,2,75904608,ZUFN,51,PCS,544,EUR,2019-12-02,2019-12-04, ,94286021,24642678,853073,1,BR
JP11,1001099,2,58774200,UDF3,85,KG,934,EUR,2019-11-25,2019-12-03, ,26673288,79246109,256704,2,JP
BR10,1001129,1,36128224,EDSA,10,PCS,711,EUR,2019-12-06,2019-12-10, ,79848143,84141246,815659,2,BR
JP11,1001122,1,25150904,COLA,57,PCS,976,EUR,2019-12-04,2019-12-06, ,18814800,33607135,139761,1,JP
IN10,1001110,1,21595928,COLA,46,PCS,83,EUR,2019-11-28,2019-12-06, ,77899795,30090592,314102,1,IN
IN10,1001127,2,85602600,ZUFN,30,L,361,EUR,2019-12-13,2019-12-16, ,63983002,87940829,895011,3,IN
IN10,1001130,3,28148584,ZELA,95,PCS,778,EUR,2019-12-16,2019-12-23, ,61475942,70768553,895011,4,IN
JP11,1001144,1,24567712,COLA,57,PCS,689,EUR,2019-12-11,2019-12-13, ,59991942,33607135,195460,1,JP
IN10,1001158,2,83863032,ZUFN,7,G,263,EUR,2019-12-16,2019-12-19, ,89252207,44488029,369896,3,IN
US10,1001150,1,86834912,MPLF,18,PCS,381,EUR,2019-12-13,2019-12-17, ,76476161,81552979,248695,3,US
US10,1001147,1,75904608,ZUFN,72,PCS,544,EUR,2019-12-12,2019-12-17, ,71889015,88510487,248695,2,US
US10,1001143,2,85602600,ZUFN,61,L,361,EUR,2019-12-10,2019-12-17, ,72479255,88510487,248695,1,US
US10,1001143,1,87079640,MPLF,40,KG,332,EUR,2019-12-10,2019-12-13, ,72479255,81552979,888682,1,US
JP11,1001122,2,98151444,MPLF,78,PCS,916,EUR,2019-12-04,2019-12-11, ,18814800,70110687,117034,2,JP
BR10,1001132,2,98151444,MPLF,37,PCS,916,EUR,2019-12-06,2019-12-13, ,94286021,32008687,236112,1,BR
BR10,1001132,1,35470001,EDSA,79,KG,235,EUR,2019-12-06,2019-12-17, ,94286021,84141246,881337,1,BR
BR10,1001139,2,43678400,EDSA,86,PCS,115,EUR,2019-12-09,2019-12-13,x,24642678,84141246,236112,2,BR
JP11,1001116,2,48075088,PYTF,38,KG,353,EUR,2019-12-02,2019-12-11, ,99741049,70110687,117034,1,JP
DE10,1001133,2,24567712,COLA,23,PCS,689,EUR,2019-12-09,2019-12-11, ,65619912,63821277,704715,1,DE
IN10,1001149,1,98151444,MPLF,34,PCS,916,EUR,2019-12-20,2019-12-25,x,31380752,44155404,369896,1,IN
IN10,1001136,1,54753968,PYTF,76,PCS,13,EUR,2019-12-09,2019-12-16,x,26512366,44488029,990961,1,IN
CN10,1001131,1,24567712,COLA,2,PCS,689,EUR,2019-12-16,2019-12-20, ,26214738,23246292,256067,2,CN
BR10,1001139,1,24567712,COLA,79,PCS,689,EUR,2019-12-09,2019-12-10, ,24642678,53251766,815659,4,BR
IN10,1001148,1,87079640,MPLF,1,KG,332,EUR,2019-12-12,2019-12-17,x,89252207,49826393,541678,1,IN
IN10,1001134,1,49991456,PYTF,96,PCS,733,EUR,2019-12-09,2019-12-12,x,22266209,49826393,806926,2,IN
DE10,1001133,1,20667944,COLA,99,KG,463,EUR,2019-12-09,2019-12-16, ,65619912,63821277,897526,1,DE
DE10,1001123,1,19816724,COLA,73,PCS,521,EUR,2019-12-04,2019-12-13, ,44517918,63821277,306563,1,DE
IN10,1001148,2,54836888,PYTF,66,PCS,389,EUR,2019-12-12,2019-12-17, ,89252207,87940829,541678,2,IN
IN10,1001148,3,62792440,UDF3,16,PCS,124,EUR,2019-12-12,2019-12-17, ,89252207,98019339,541678,3,IN
JP11,1001165,1,22818912,COLA,78,KG,636,EUR,2019-12-19,2019-12-20, ,83191486,33607135,406903,1,JP
IN10,1001178,1,64963528,UDF3,68,KG,702,EUR,2019-12-23,2019-12-24, ,42676369,98019339,579986,2,IN
IN10,1001171,1,86662444,MPLF,68,KG,447,EUR,2019-12-23,2019-12-30, ,64020092,49826393,670113,2,IN
IN10,1001162,1,86457056,MPLF,21,PCS,159,EUR,2019-12-26,2020-01-06, ,41145399,49826393,295657,1,IN
IN10,1001162,3,75990376,ZUFN,48,PCS,499,EUR,2019-12-17,2019-12-20,x,41145399,44488029,295657,2,IN
BR10,1001163,1,44074088,EDSA,28,PCS,52,EUR,2019-12-18,2019-12-26, ,88994835,84141246,320632,2,BR
CN10,1001157,2,32069368,ZELA,56,PCS,428,EUR,2019-12-23,2019-12-31, ,79767989,93048219,870024,1,CN
US10,1001170,3,55226864,PYTF,52,PCS,520,EUR,2019-12-20,2019-12-25, ,64195864,43449637,334440,3,US
CN10,1001159,1,54836888,PYTF,85,PCS,389,EUR,2019-12-16,2019-12-24, ,22939187,12948061,363959,2,CN
US10,1001150,2,71374072,UDF3,36,PCS,293,EUR,2019-12-13,2019-12-23, ,76476161,43449637,925938,1,US
US10,1001152,1,88797376,MPLF,54,PCS,6,EUR,2019-12-16,2019-12-18, ,63234814,81552979,933403,1,US
CN10,1001159,2,29156488,ZELA,84,PCS,374,EUR,2019-12-26,2020-01-06,x,22939187,93048219,318720,1,CN
BR10,1001164,1,45013285,EDSA,12,KG,543,EUR,2019-12-18,2019-12-20, ,63038151,84141246,404561,2,BR
BR10,1001172,2,86662444,MPLF,41,KG,447,EUR,2019-12-23,2019-12-25, ,87940829,32008687,211855,1,BR
DE10,1001166,1,32071024,ZELA,11,KG,737,EUR,2019-12-19,2019-12-24, ,32980040,79833202,297158,2,DE
DE10,1001176,2,98147568,MPLF,14,L,996,EUR,2019-12-23,2019-12-25, ,44517918,47656838,907743,2,DE
BR10,1001155,1,88346328,MPLF,89,KG,618,EUR,2019-12-17,2019-12-25, ,52930047,32008687,464829,1,BR
BR10,1001172,1,24242928,COLA,99,KG,321,EUR,2019-12-23,2019-12-26, ,87940829,53251766,320632,3,BR
CN10,1001177,1,56831936,UDF3,86,G,964,EUR,2019-12-23,2019-12-27, ,92957419,71417158,678810,1,CN
CN10,1001181,2,88903632,MPLF,44,PCS,880,EUR,2019-12-23,2019-12-30, ,97846446,20837115,298480,1,CN
DE10,1001160,1,97625203,MPLF,46,KG,554,EUR,2019-12-17,2019-12-24, ,69988311,47656838,297158,1,DE
US10,1001183,2,87079640,MPLF,33,KG,332,EUR,2019-12-24,2019-12-30, ,87596201,81552979,615859,1,US
DE10,1001173,2,86834912,MPLF,39,PCS,381,EUR,2019-12-23,2019-12-26, ,35695942,47656838,641184,1,DE
DE10,1001176,1,45841032,EDSA,26,PCS,603,EUR,2019-12-23,2019-12-27, ,44517918,58569539,172112,1,DE
DE10,1001185,1,22818912,COLA,78,KG,636,EUR,2019-12-24,2019-12-31, ,85659157,63821277,342403,1,DE
DE10,1001192,2,69909608,UDF3,70,PCS,990,EUR,2019-12-27,2019-12-31, ,44517918,59321219,342403,2,DE
US10,1001183,1,43678400,EDSA,49,PCS,115,EUR,2019-12-24,2019-12-27, ,87596201,23329589,805951,2,US
IN10,1001153,1,44074088,EDSA,80,PCS,52,EUR,2019-12-16,2019-12-25, ,95335860,86162838,553818,1,IN
BR10,1001174,1,54836888,PYTF,45,PCS,389,EUR,2019-12-23,2019-12-30, ,61981179,51619782,200478,1,BR
US10,1001167,1,44074088,EDSA,47,PCS,52,EUR,2019-12-19,2019-12-24, ,95183482,23329589,852981,2,US
US10,1001170,2,25235624,COLA,18,L,640,EUR,2019-12-20,2019-12-25, ,64195864,22179495,334440,2,US
US10,1001175,1,88346328,MPLF,79,KG,618,EUR,2019-12-23,2019-12-26, ,23246292,81552979,482658,2,US
DE10,1001173,1,36128224,EDSA,52,PCS,711,EUR,2019-12-23,2019-12-25, ,35695942,58569539,907743,1,DE
JP11,1001187,1,45841032,EDSA,16,PCS,603,EUR,2020-01-03,2020-01-06, ,91423732,59231227,844327,1,JP
JP11,1001204,1,43678400,EDSA,3,PCS,115,EUR,2020-01-01,2020-01-06, ,46208751,59231227,476295,1,JP
JP11,1001199,1,22818912,COLA,42,KG,636,EUR,2019-12-30,2020-01-03, ,85522996,33607135,844327,2,JP
CN10,1001214,3,98151444,MPLF,35,PCS,916,EUR,2020-01-06,2020-01-08,x,22018185,20837115,343747,1,CN
JP11,1001179,1,24242928,COLA,2,KG,321,EUR,2019-12-23,2020-01-01, ,46509137,33607135,280571,1,JP
JP11,1001184,1,89034752,MPLF,28,PCS,726,EUR,2020-01-01,2020-01-13, ,86205557,40601709,364969,1,JP
CN10,1001198,1,58890322,UDF3,70,PCS,813,EUR,2020-01-03,2020-01-08, ,52557458,71417158,666161,1,CN
JP11,1001210,1,37141432,EDSA,82,PCS,474,EUR,2020-01-02,2020-01-06, ,11888297,59231227,476295,3,JP
JP11,1001199,2,89034752,MPLF,91,PCS,726,EUR,2019-12-30,2020-01-07,x,85522996,40601709,419747,1,JP
IN10,1001190,1,88797376,MPLF,33,PCS,6,EUR,2019-12-26,2020-01-02, ,63339019,49826393,647120,1,IN
DE10,1001202,1,98151444,MPLF,33,PCS,916,EUR,2019-12-31,2020-01-07, ,13848588,47656838,668673,2,DE
DE10,1001192,3,82207928,ZUFN,76,KG,441,EUR,2019-12-27,2020-01-07, ,44517918,65550769,668673,1,DE
DE10,1001206,1,20667944,COLA,6,KG,463,EUR,2020-01-01,2020-01-03, ,25767690,63821277,971616,2,DE
CN10,1001212,1,43151008,EDSA,29,PCS,554,EUR,2020-01-03,2020-01-06, ,56516420,93048219,148977,1,CN
DE10,1001202,3,32071024,ZELA,15,KG,737,EUR,2019-12-31,2020-01-03, ,13848588,79833202,971616,1,DE
DE10,1001194,1,86662444,MPLF,6,KG,447,EUR,2019-12-27,2020-01-02, ,82144186,47656838,881980,3,DE
