WERKS,BELNR,BUZEI,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,EBELN,EBELP
DE10,6602071,1,25235624,COLA,50,L,640,EUR,427269,1
BR10,8143948,1,76304544,ZUFN,29,PCS,692,EUR,243685,1
CN10,9318686,2,97625203,MPLF,15,KG,554,EUR,256067,1
CN10,9318686,1,97625203,MPLF,72,KG,554,EUR,463544,1
CN10,8136330,1,13505536,TPM1,14,PCS,7,EUR,926886,1
DE10,7910436,3,18608880,TPM1,26,PCS,1,EUR,614267,4
DE10,9018613,2,87079640,MPLF,71,KG,332,EUR,614267,2
BR10,7614069,1,75990376,ZUFN,79,PCS,499,EUR,815659,3
IN10,8087761,1,60261224,UDF3,14,KG,362,EUR,537491,1
IN10,9598937,1,21595928,COLA,17,PCS,80,EUR,701993,3
US10,7201860,1,55226864,PYTF,40,PCS,520,EUR,749563,2
US10,5907090,1,15353960,TPM1,38,PCS,2,EUR,749563,1
US10,5708538,1,88346328,MPLF,69,KG,618,EUR,418071,2
US10,8978828,1,37238104,EDSA,27,PCS,320,EUR,418071,1
BR10,9614384,1,75904608,ZUFN,51,PCS,544,EUR,853073,1
BR10,8257182,1,10615744,TPM1,68,PCS,5,EUR,815659,1
JP11,9338016,1,58774200,UDF3,83,KG,934,EUR,256704,2
BR10,6909884,1,36128224,EDSA,10,PCS,711,EUR,815659,2
IN10,6757113,2,29156488,ZELA,68,PCS,374,EUR,990464,4
JP11,7979951,1,25150904,COLA,57,PCS,976,EUR,139761,1
IN10,7135060,3,10615744,TPM1,24,PCS,5,EUR,990464,2
IN10,7135060,1,11788404,TPM1,12,PCS,6,EUR,537491,2
IN10,9598937,2,21595928,COLA,46,PCS,87,EUR,314102,1
IN10,7135060,2,13405872,TPM1,87,PCS,3,EUR,314102,2
IN10,5289369,1,77128608,ZUFN,23,PCS,606,EUR,895011,1
IN10,7564923,3,16177764,TPM1,71,KG,4,EUR,990464,3
IN10,6757113,1,85602600,ZUFN,33,L,361,EUR,895011,3
IN10,7983190,1,28148584,ZELA,95,PCS,778,EUR,895011,4
IN10,7564923,1,18608880,TPM1,5,PCS,1,EUR,895011,2
JP11,8457626,1,13405872,TPM1,27,PCS,3,EUR,366559,1
IN10,7564923,2,15353960,TPM1,1,PCS,2,EUR,212229,1
JP11,5433284,1,24567712,COLA,57,PCS,689,EUR,195460,1
IN10,8540293,1,83863032,ZUFN,6,G,263,EUR,369896,3
US10,8989803,1,86834912,MPLF,18,PCS,381,EUR,248695,3
US10,7806911,1,75904608,ZUFN,72,PCS,544,EUR,248695,2
US10,4942903,1,85602600,ZUFN,61,L,361,EUR,248695,1
US10,6711069,1,87079640,MPLF,40,KG,332,EUR,888682,1
JP11,8362611,1,98151444,MPLF,78,PCS,916,EUR,117034,2
BR10,8853223,1,98151444,MPLF,37,PCS,916,EUR,236112,1
BR10,7066301,2,11788404,TPM1,62,PCS,6,EUR,662060,2
BR10,7066301,1,13505536,TPM1,84,PCS,7,EUR,243685,3
BR10,7736187,1,16177764,TPM1,53,KG,4,EUR,243685,4
JP11,9341062,1,19297648,TPM1,30,PCS,2,EUR,712463,1
BR10,5528586,2,35470001,EDSA,79,KG,235,EUR,881337,1
BR10,7736187,2,15353960,TPM1,37,PCS,2,EUR,904415,1
JP11,8618201,1,48075088,PYTF,38,KG,353,EUR,117034,1
DE10,6902661,1,24567712,COLA,23,PCS,689,EUR,704715,1
CN10,5843027,1,11788404,TPM1,41,PCS,6,EUR,747235,2
IN10,9001960,1,19297648,TPM1,85,PCS,2,EUR,806926,1
IN10,4973827,2,11788404,TPM1,51,PCS,6,EUR,990961,2
CN10,6677409,1,24567712,COLA,3,PCS,720,EUR,256067,2
CN10,5820182,1,16177764,TPM1,56,KG,4,EUR,747235,1
CN10,5820182,2,19297648,TPM1,62,PCS,2,EUR,265288,1
BR10,5528586,1,24567712,COLA,79,PCS,671,EUR,815659,4
DE10,5879801,3,11159536,TPM1,18,PCS,1,EUR,897526,2
DE10,7687927,1,20667944,COLA,99,KG,463,EUR,897526,1
DE10,6772816,1,15353960,TPM1,91,PCS,2,EUR,306563,3
DE10,5879801,2,11788404,TPM1,71,PCS,6,EUR,306563,2
DE10,8954115,1,19816724,COLA,73,PCS,521,EUR,306563,1
DE10,5879801,1,11788404,TPM1,72,PCS,6,EUR,704715,2
IN10,6147263,1,62792440,UDF3,16,PCS,119,EUR,541678,3
JP11,6939465,1,19297648,TPM1,91,PCS,2,EUR,950459,1
JP11,6820793,1,11788404,TPM1,4,PCS,6,EUR,846346,1
JP11,8851073,1,22818912,COLA,78,KG,636,EUR,406903,1
IN10,5073095,1,11159536,TPM1,6,PCS,1,EUR,369896,2
IN10,8472563,2,64963528,UDF3,68,KG,678,EUR,579986,2
IN10,9357956,1,86662444,MPLF,69,KG,447,EUR,670113,2
IN10,5073095,2,10615744,TPM1,28,PCS,5,EUR,579986,1
IN10,5974788,2,15353960,TPM1,73,PCS,2,EUR,553818,3
IN10,8472563,1,75990376,ZUFN,48,PCS,499,EUR,295657,2
BR10,8107210,1,44074088,EDSA,28,PCS,52,EUR,320632,2
BR10,8069096,1,15353960,TPM1,69,PCS,2,EUR,404561,1
CN10,8443507,1,32069368,ZELA,53,PCS,428,EUR,870024,1
US10,5200743,2,13505536,TPM1,23,PCS,7,EUR,482658,1
US10,5004246,1,55226864,PYTF,52,PCS,520,EUR,334440,3
CN10,5209878,1,54836888,PYTF,85,PCS,389,EUR,363959,2
US10,8734683,1,20667944,COLA,51,KG,463,EUR,334440,1
US10,5200743,1,13505536,TPM1,66,PCS,7,EUR,852981,1
US10,8436854,1,71374072,UDF3,36,PCS,293,EUR,925938,1
US10,7588902,1,18608880,TPM1,30,PCS,1,EUR,478663,1
US10,6442244,1,88797376,MPLF,54,PCS,6,EUR,933403,1
CN10,5840386,1,24242928,COLA,37,KG,321,EUR,865392,2
BR10,5059956,1,11788404,TPM1,87,PCS,6,EUR,662060,1
BR10,7453475,1,45013285,EDSA,12,KG,543,EUR,404561,2
DE10,7649137,1,13505536,TPM1,69,PCS,7,EUR,266551,1
BR10,8069096,2,18608880,TPM1,12,PCS,1,EUR,305958,2
BR10,5160907,1,86662444,MPLF,41,KG,447,EUR,211855,1
DE10,7477464,1,32071024,ZELA,11,KG,737,EUR,297158,2
DE10,7477464,2,98147568,MPLF,14,L,996,EUR,907743,2
BR10,8422697,1,88346328,MPLF,89,KG,618,EUR,464829,1
BR10,9705742,1,18608880,TPM1,41,PCS,1,EUR,305958,1
CN10,5387679,1,17231232,TPM1,16,PCS,5,EUR,363959,1
JP11,8761140,2,13505536,TPM1,8,PCS,7,EUR,280571,2
JP11,7388172,4,16177764,TPM1,44,KG,4,EUR,467940,2
JP11,7584611,1,88903632,MPLF,35,PCS,880,EUR,467940,1
JP11,7388172,2,17231232,TPM1,66,PCS,5,EUR,852836,1
JP11,8761140,1,13505536,TPM1,3,PCS,7,EUR,179177,2
BR10,5371252,1,24242928,COLA,99,KG,321,EUR,320632,3
BR10,9705742,2,18608880,TPM1,32,PCS,1,EUR,320632,1
CN10,5499937,1,56831936,UDF3,86,G,964,EUR,678810,1
CN10,5107449,1,88903632,MPLF,44,PCS,880,EUR,298480,1
JP11,7388172,3,18608880,TPM1,61,PCS,1,EUR,852836,2
DE10,6166762,1,97625203,MPLF,46,KG,554,EUR,297158,1
US10,5466338,1,87079640,MPLF,33,KG,332,EUR,615859,1
IN10,9560402,3,10615744,TPM1,13,PCS,5,EUR,750006,3
DE10,5578473,1,86834912,MPLF,39,PCS,381,EUR,641184,1
DE10,6097202,1,45841032,EDSA,26,PCS,603,EUR,172112,1
DE10,5968795,2,13505536,TPM1,70,PCS,7,EUR,239959,1
DE10,6018500,1,22818912,COLA,78,KG,636,EUR,342403,1
DE10,6300490,1,69909608,UDF3,70,PCS,990,EUR,342403,2
DE10,6034141,1,16177764,TPM1,59,KG,4,EUR,342403,3
US10,8201447,2,43678400,EDSA,49,PCS,115,EUR,805951,2
IN10,9560402,2,13405872,TPM1,63,PCS,3,EUR,750006,2
IN10,6488463,3,18608880,TPM1,39,PCS,1,EUR,992564,1
IN10,6488463,2,19297648,TPM1,75,PCS,2,EUR,670113,1
DE10,6034141,2,19297648,TPM1,56,PCS,2,EUR,342403,4
IN10,6488463,1,17231232,TPM1,54,PCS,5,EUR,553818,2
IN10,5122163,1,44074088,EDSA,80,PCS,52,EUR,553818,1
BR10,7063475,1,54836888,PYTF,45,PCS,389,EUR,200478,1
US10,6639502,1,44074088,EDSA,47,PCS,52,EUR,852981,2
US10,5713839,1,25235624,COLA,18,L,640,EUR,334440,2
US10,8201447,1,88346328,MPLF,79,KG,618,EUR,482658,2
US10,9307484,1,18608880,TPM1,49,PCS,1,EUR,482658,3
US10,5619564,1,10615744,TPM1,91,PCS,5,EUR,805951,1
DE10,5968795,3,11788404,TPM1,93,PCS,6,EUR,115641,2
DE10,9638346,1,36128224,EDSA,52,PCS,711,EUR,907743,1
JP11,6709922,2,45841032,EDSA,16,PCS,603,EUR,844327,1
JP11,9050588,1,13405872,TPM1,65,PCS,3,EUR,844327,3
JP11,5237922,1,43678400,EDSA,3,PCS,115,EUR,476295,1
JP11,9050588,2,11159536,TPM1,57,PCS,1,EUR,476295,2
JP11,8811734,1,22818912,COLA,42,KG,636,EUR,844327,2
JP11,6709922,1,24242928,COLA,2,KG,321,EUR,280571,1
JP11,5081950,1,89034752,MPLF,23,PCS,726,EUR,364969,1
CN10,8521792,1,58890322,UDF3,70,PCS,813,EUR,666161,1
CN10,6885748,1,16177764,TPM1,9,KG,4,EUR,458615,1
JP11,5036686,1,37141432,EDSA,82,PCS,492,EUR,476295,3
JP11,7346742,1,15353960,TPM1,99,PCS,2,EUR,978184,1
CN10,6875797,1,79697072,ZUFN,47,PCS,710,EUR,560139,1
IN10,9286304,3,13405872,TPM1,69,PCS,3,EUR,892384,1
IN10,8441592,1,17231232,TPM1,2,PCS,5,EUR,144378,2
IN10,6831745,1,86457056,MPLF,1,PCS,159,EUR,144378,1
DE10,6908695,1,98151444,MPLF,33,PCS,916,EUR,668673,2
DE10,9049472,2,82207928,ZUFN,76,KG,441,EUR,668673,1
DE10,8348995,1,17231232,TPM1,86,PCS,5,EUR,799695,1
DE10,7433213,1,20667944,COLA,6,KG,463,EUR,971616,2
CN10,8521792,2,43151008,EDSA,29,PCS,554,EUR,148977,1
DE10,8466686,1,32071024,ZELA,15,KG,737,EUR,971616,1
DE10,6723633,1,86662444,MPLF,6,KG,447,EUR,881980,3
DE10,9049472,1,48248768,PYTF,40,PCS,693,EUR,881980,2
DE10,7203595,1,11159536,TPM1,77,PCS,1,EUR,881980,1
DE10,6992754,1,32003616,ZELA,63,L,231,EUR,115641,1
BR10,5358944,2,18608880,TPM1,79,PCS,1,EUR,674828,1
BR10,6065405,1,19474160,COLA,1,KG,986,EUR,674828,2
IN10,9286304,1,13505536,TPM1,75,PCS,7,EUR,477121,1
DE10,7203595,2,11159536,TPM1,53,PCS,1,EUR,881980,4
BR10,7678697,1,32003616,ZELA,78,L,231,EUR,130728,1
IN10,8441592,2,16177764,TPM1,14,KG,4,EUR,617688,1
BR10,5102061,1,10615744,TPM1,49,PCS,5,EUR,632462,1
BR10,5358944,1,17231232,TPM1,71,PCS,5,EUR,406137,1
US10,8476818,1,13405872,TPM1,14,PCS,3,EUR,530724,2
US10,7370292,1,26709208,ZELA,82,KG,229,EUR,328545,1
US10,6229496,1,88346328,MPLF,57,KG,618,EUR,530724,1
IN10,9336445,2,17231232,TPM1,10,PCS,5,EUR,993753,3
BR10,6731685,1,28348643,ZELA,78,PCS,684,EUR,300415,1
CN10,8166569,1,86834912,MPLF,46,PCS,393,EUR,277799,1
CN10,9041531,1,35470001,EDSA,14,KG,235,EUR,134393,2
CN10,5239762,1,16177764,TPM1,2,KG,4,EUR,134393,4
CN10,8166569,2,86834912,MPLF,8,PCS,373,EUR,153180,1
CN10,7112415,1,88797376,MPLF,21,PCS,6,EUR,153180,2
CN10,5239762,2,17231232,TPM1,1,PCS,5,EUR,366010,1
IN10,6928365,1,13505536,TPM1,88,PCS,7,EUR,993753,2
CN10,8166569,3,21595928,COLA,71,PCS,83,EUR,934682,4
US10,6998152,1,97625203,MPLF,51,KG,554,EUR,922333,1
DE10,6700447,1,88903632,MPLF,22,PCS,880,EUR,794610,1
DE10,9540911,1,22818912,COLA,80,KG,636,EUR,385342,1
DE10,9540911,2,86662444,MPLF,76,KG,447,EUR,724482,3
DE10,8988466,1,19297648,TPM1,9,PCS,2,EUR,230098,1
IN10,9336445,1,18608880,TPM1,36,PCS,1,EUR,993753,1
CN10,9408416,1,24242928,COLA,80,KG,321,EUR,678769,1
CN10,5239762,3,17231232,TPM1,93,PCS,5,EUR,934682,2
JP11,5583969,2,85602600,ZUFN,47,L,361,EUR,461811,2
BR10,8431498,1,86662444,MPLF,37,KG,447,EUR,749265,1
JP11,5029434,1,88903632,MPLF,51,PCS,880,EUR,823418,3
JP11,8450172,1,19297648,TPM1,5,PCS,2,EUR,930956,1
JP11,5583969,1,29156488,ZELA,90,PCS,374,EUR,196129,2
JP11,8450172,3,15353960,TPM1,5,PCS,2,EUR,259181,1
JP11,5273146,1,69579592,UDF3,23,L,124,EUR,259181,2
JP11,8450172,2,17231232,TPM1,77,PCS,5,EUR,196129,1
BR10,6803775,1,13505536,TPM1,45,PCS,7,EUR,576860,1
JP11,8450172,4,17231232,TPM1,72,PCS,5,EUR,786614,1
JP11,8450172,5,18608880,TPM1,31,PCS,1,EUR,461811,1
JP11,8775590,1,19816724,COLA,7,PCS,521,EUR,823418,1
DE10,5058254,1,76304544,ZUFN,50,PCS,692,EUR,472718,1
DE10,7904337,2,86834912,MPLF,49,PCS,381,EUR,200908,1
CN10,6234706,1,26230416,ZELA,98,PCS,190,EUR,538133,4
JP11,9193397,1,17231232,TPM1,70,PCS,5,EUR,986285,1
JP11,8738433,1,19474160,COLA,61,KG,986,EUR,823418,2
CN10,5331846,1,86457056,MPLF,70,PCS,159,EUR,934682,1
CN10,7391217,1,19816724,COLA,79,PCS,521,EUR,934682,3
JP11,8932948,2,11159536,TPM1,78,PCS,1,EUR,521097,1
JP11,5270880,1,88797376,MPLF,1,PCS,6,EUR,521097,2
US10,5690953,1,13505536,TPM1,10,PCS,7,EUR,840724,1
CN10,9633316,1,93159896,MPLF,5,PCS,159,EUR,539210,1
US10,5690953,2,13405872,TPM1,85,PCS,3,EUR,541670,1
BR10,6181527,1,78949416,ZUFN,94,PCS,991,EUR,720769,3
CN10,7470105,2,64963528,UDF3,15,KG,672,EUR,612638,1
CN10,7472211,1,43678400,EDSA,3,PCS,115,EUR,538133,3
CN10,7470105,1,67221888,UDF3,37,KG,193,EUR,678769,2
DE10,7904337,1,86834912,MPLF,10,PCS,381,EUR,724482,5
DE10,6589571,1,75603272,ZUFN,93,PCS,320,EUR,724482,2
IN10,6419054,2,15353960,TPM1,97,PCS,2,EUR,357064,1
IN10,5516274,1,75227320,UDF3,95,PCS,594,EUR,129639,2
JP11,9004572,1,82809960,ZUFN,84,L,435,EUR,986285,4
IN10,9577428,2,11159536,TPM1,99,PCS,1,EUR,129639,1
IN10,6419054,1,16177764,TPM1,97,KG,4,EUR,617359,1
IN10,9577428,1,10615744,TPM1,60,PCS,5,EUR,294420,3
DE10,9134745,1,15353960,TPM1,74,PCS,2,EUR,724482,4
BR10,6873671,1,26230416,ZELA,7,PCS,190,EUR,788877,3
BR10,9404991,1,56389144,UDF3,60,PCS,119,EUR,788877,1
BR10,7150183,1,89034752,MPLF,83,PCS,726,EUR,245339,3
IN10,6962480,1,89034752,MPLF,14,PCS,726,EUR,294420,1
BR10,5878287,1,47961168,PYTF,12,PCS,555,EUR,339125,2
BR10,5725632,1,40378320,EDSA,44,PCS,582,EUR,339125,3
BR10,5860940,2,17231232,TPM1,58,PCS,5,EUR,720769,1
BR10,9374699,1,25150904,COLA,65,PCS,976,EUR,788877,2
CN10,6217181,2,13405872,TPM1,98,PCS,3,EUR,206225,2
DE10,6535174,1,44074088,EDSA,91,PCS,52,EUR,724482,1
BR10,5860940,1,16177764,TPM1,8,KG,4,EUR,245339,1
JP11,9193397,2,16177764,TPM1,90,KG,4,EUR,986285,3
US10,9694970,1,16177764,TPM1,47,KG,4,EUR,280609,2
US10,7211458,1,11159536,TPM1,66,PCS,1,EUR,280609,3
US10,5877566,1,98151444,MPLF,72,PCS,916,EUR,690721,1
US10,8524063,1,44409248,EDSA,88,L,267,EUR,280609,1
US10,9694970,2,19297648,TPM1,43,PCS,2,EUR,280609,4
US10,8730528,1,97625203,MPLF,25,KG,554,EUR,676476,1
US10,6762292,1,90455123,MPLF,25,PCS,437,EUR,676476,2
US10,9694970,3,16177764,TPM1,6,KG,4,EUR,676476,3
US10,9694970,4,17231232,TPM1,36,PCS,5,EUR,722032,2
US10,7211458,2,13405872,TPM1,80,PCS,3,EUR,994752,1
US10,9694970,5,18608880,TPM1,34,PCS,1,EUR,994752,2
US10,8986811,1,64963528,UDF3,22,KG,702,EUR,994752,3
US10,5442711,1,89034752,MPLF,61,PCS,726,EUR,994752,4
JP11,7184892,1,11159536,TPM1,65,PCS,1,EUR,249834,1
IN10,9543279,1,10615744,TPM1,23,PCS,5,EUR,133779,1
IN10,9557123,1,76304544,ZUFN,95,PCS,692,EUR,133779,2
IN10,4949503,1,85602600,ZUFN,15,L,361,EUR,721890,1
US10,8286022,1,75603272,ZUFN,23,PCS,320,EUR,280609,5
CN10,7653749,2,87079640,MPLF,5,KG,332,EUR,202794,1
BR10,5703892,1,11159536,TPM1,68,PCS,1,EUR,720769,2
CN10,5699055,1,76304544,ZUFN,89,PCS,692,EUR,750502,2
DE10,7861828,1,64963528,UDF3,56,KG,702,EUR,600746,4
DE10,6409156,1,19816724,COLA,21,PCS,521,EUR,600746,3
CN10,8076739,1,69579592,UDF3,13,L,124,EUR,750502,1
DE10,5587210,1,15353960,TPM1,14,PCS,2,EUR,600746,1
DE10,6396759,3,13505536,TPM1,91,PCS,7,EUR,427366,2
BR10,6093165,1,18608880,TPM1,61,PCS,1,EUR,187336,1
DE10,8488201,1,19474160,COLA,94,KG,986,EUR,798798,1
DE10,8611522,1,20667944,COLA,38,KG,463,EUR,385802,1
DE10,6396759,1,11788404,TPM1,94,PCS,6,EUR,472718,2
CN10,7152972,2,19474160,COLA,13,KG,986,EUR,202794,3
CN10,7653749,1,87079640,MPLF,63,KG,332,EUR,206225,3
CN10,9291480,1,49790248,PYTF,78,PCS,700,EUR,407224,1
CN10,5913273,2,58200280,UDF3,30,PCS,329,EUR,407224,3
CN10,8135638,1,19297648,TPM1,89,PCS,2,EUR,407224,4
DE10,6396759,2,11159536,TPM1,82,PCS,1,EUR,385802,2
CN10,9341250,1,86457056,MPLF,55,PCS,151,EUR,750502,4
CN10,7068152,2,45841032,EDSA,38,PCS,603,EUR,343683,1
CN10,9307816,1,98151444,MPLF,49,PCS,916,EUR,343683,2
CN10,7152972,1,25398208,COLA,56,PCS,504,EUR,576778,1
CN10,9732519,1,90455123,MPLF,74,PCS,437,EUR,538133,2
CN10,8145428,1,75904608,ZUFN,83,PCS,544,EUR,538133,1
BR10,7278714,2,36128224,EDSA,98,PCS,711,EUR,497780,2
IN10,5196152,1,68338888,UDF3,88,PCS,167,EUR,878991,2
IN10,9606900,4,18608880,TPM1,25,PCS,1,EUR,878991,1
IN10,9606900,3,15353960,TPM1,85,PCS,2,EUR,106945,1
IN10,7800202,1,50191792,PYTF,13,KG,545,EUR,796637,3
IN10,6068207,1,78949416,ZUFN,19,PCS,1035,EUR,796637,2
IN10,9606900,2,16177764,TPM1,57,KG,4,EUR,721890,2
IN10,7615232,1,35470001,EDSA,1,KG,235,EUR,721890,3
US10,6420783,1,21595928,COLA,2,PCS,83,EUR,371470,4
US10,5571148,1,89034752,MPLF,94,PCS,726,EUR,211341,2
IN10,9606900,1,15353960,TPM1,19,PCS,2,EUR,385937,1
US10,5571148,2,82207928,ZUFN,63,KG,441,EUR,211341,4
US10,7952321,1,69251696,UDF3,50,L,529,EUR,211341,5
CN10,7060009,1,86457056,MPLF,68,PCS,159,EUR,629932,1
CN10,7877380,1,47767912,PYTF,96,PCS,915,EUR,202794,2
US10,6855877,1,86662444,MPLF,9,KG,447,EUR,404648,1
CN10,9137921,3,11159536,TPM1,49,PCS,1,EUR,459918,1
JP11,7348126,2,11159536,TPM1,9,PCS,1,EUR,250715,1
JP11,7348126,1,13505536,TPM1,94,PCS,7,EUR,556243,1
CN10,7832924,1,75990376,ZUFN,56,PCS,499,EUR,221109,2
CN10,7877380,2,76304544,ZUFN,84,PCS,723,EUR,762799,1
CN10,9137921,1,11788404,TPM1,31,PCS,6,EUR,711678,1
CN10,9137921,2,11159536,TPM1,96,PCS,1,EUR,711678,2
CN10,7253653,1,19297648,TPM1,28,PCS,2,EUR,711678,3
JP11,6460758,1,19297648,TPM1,94,PCS,2,EUR,651255,1
JP11,5075436,1,86834912,MPLF,96,PCS,381,EUR,339451,1
BR10,9105561,1,13405872,TPM1,42,PCS,3,EUR,535998,2
US10,5012597,1,97625203,MPLF,31,KG,554,EUR,404648,2
BR10,6865105,1,87079640,MPLF,44,KG,332,EUR,535998,1
BR10,7949240,1,88797376,MPLF,79,PCS,6,EUR,524640,1
US10,7944254,1,19474160,COLA,84,KG,986,EUR,626368,3
DE10,6134604,1,17231232,TPM1,94,PCS,5,EUR,427366,1
US10,8909180,1,75904608,ZUFN,67,PCS,544,EUR,626368,2
BR10,5316484,1,86834912,MPLF,36,PCS,381,EUR,825483,1
US10,4956737,2,10615744,TPM1,80,PCS,5,EUR,626368,1
DE10,6134604,2,19297648,TPM1,23,PCS,2,EUR,600746,2
DE10,6134604,3,15353960,TPM1,61,PCS,2,EUR,907088,2
DE10,6575840,1,88903632,MPLF,85,PCS,880,EUR,599883,1
DE10,6134604,4,19297648,TPM1,77,PCS,2,EUR,542012,1
US10,4956737,1,13405872,TPM1,47,PCS,3,EUR,722032,1
BR10,5994880,1,26230416,ZELA,34,PCS,190,EUR,218255,1
DE10,8221561,1,13405872,TPM1,40,PCS,3,EUR,907088,1
CN10,7253653,2,17231232,TPM1,2,PCS,5,EUR,629932,4
IN10,5376236,1,86834912,MPLF,40,PCS,381,EUR,161041,1
IN10,8090294,1,17231232,TPM1,4,PCS,5,EUR,738828,1
JP11,7560332,1,13405872,TPM1,85,PCS,3,EUR,364717,1
US10,8923151,2,19297648,TPM1,6,PCS,2,EUR,672597,1
US10,6896987,1,26230416,ZELA,60,PCS,190,EUR,900655,2
US10,6731320,2,29156488,ZELA,57,PCS,374,EUR,327497,5
US10,8923151,1,15353960,TPM1,94,PCS,2,EUR,327497,4
US10,5464433,1,32071024,ZELA,24,KG,702,EUR,327497,3
CN10,7485365,3,85602600,ZUFN,18,L,362,EUR,801842,2
CN10,8002309,2,11159536,TPM1,56,PCS,1,EUR,801842,1
CN10,8221910,1,19297648,TPM1,42,PCS,2,EUR,858303,2
US10,9016106,1,25235624,COLA,30,L,640,EUR,371470,3
US10,7411592,1,45841032,EDSA,81,PCS,603,EUR,327497,2
CN10,6264780,1,89034752,MPLF,80,PCS,726,EUR,774185,2
CN10,7485365,2,86662444,MPLF,91,KG,447,EUR,774185,1
CN10,7485365,1,29156488,ZELA,78,PCS,388,EUR,352886,1
CN10,6095228,1,21595928,COLA,96,PCS,83,EUR,629932,3
US10,5410832,1,86834912,MPLF,14,PCS,381,EUR,327497,1
US10,8286501,2,11159536,TPM1,97,PCS,1,EUR,918895,2
US10,7035321,1,50191792,PYTF,72,KG,545,EUR,918895,1
US10,5555904,1,89034752,MPLF,70,PCS,726,EUR,211341,3
US10,6731320,1,48705128,PYTF,35,KG,799,EUR,211341,1
CN10,9408686,1,98147568,MPLF,3,L,996,EUR,774185,3
JP11,7560332,2,13505536,TPM1,67,PCS,7,EUR,274249,1
US10,8286501,1,10615744,TPM1,88,PCS,5,EUR,371470,1
JP11,8926585,1,24242928,COLA,69,KG,321,EUR,231270,1
BR10,6369148,1,10615744,TPM1,41,PCS,5,EUR,470218,3
BR10,6608499,2,22818912,COLA,55,KG,636,EUR,470218,2
BR10,6298642,1,79697072,ZUFN,21,PCS,710,EUR,470218,1
BR10,5989507,1,37238104,EDSA,71,PCS,320,EUR,509425,1
BR10,7030982,1,26230416,ZELA,49,PCS,190,EUR,103387,3
BR10,7985948,3,47961168,PYTF,40,PCS,555,EUR,103387,2
BR10,8475003,1,82809960,ZUFN,38,L,435,EUR,103387,1
BR10,6608499,1,88797376,MPLF,20,PCS,6,EUR,112103,3
BR10,8738741,1,32071024,ZELA,41,KG,737,EUR,112103,2
JP11,4957583,1,16177764,TPM1,16,KG,4,EUR,231270,2
JP11,9364571,1,55226864,PYTF,97,PCS,520,EUR,483215,1
BR10,7985948,1,88903632,MPLF,94,PCS,880,EUR,688803,1
JP11,8729109,2,88903632,MPLF,53,PCS,880,EUR,819242,1
JP11,8450160,1,22818912,COLA,80,KG,636,EUR,819242,2
US10,5944728,1,75904608,ZUFN,81,PCS,544,EUR,398591,1
IN10,5261951,1,79697072,ZUFN,87,PCS,734,EUR,970467,1
IN10,8316344,1,87079640,MPLF,43,KG,332,EUR,668844,1
IN10,6623291,1,13505536,TPM1,13,PCS,7,EUR,978706,2
IN10,8277338,1,25235624,COLA,80,L,640,EUR,978706,1
US10,5591680,1,69909608,UDF3,43,PCS,990,EUR,874972,3
IN10,6662403,1,64963528,UDF3,39,KG,702,EUR,326010,1
US10,5144837,1,21595928,COLA,88,PCS,83,EUR,398591,2
US10,6815216,3,19297648,TPM1,21,PCS,2,EUR,967712,2
US10,7975522,2,11788404,TPM1,27,PCS,6,EUR,967712,1
US10,6815216,1,18608880,TPM1,69,PCS,1,EUR,771731,1
US10,9733854,1,75603272,ZUFN,72,PCS,320,EUR,900655,3
US10,7975522,1,11788404,TPM1,90,PCS,6,EUR,900655,1
US10,7975522,3,11788404,TPM1,14,PCS,6,EUR,874972,1
US10,5397851,1,98147568,MPLF,52,L,996,EUR,967712,3
BR10,5117960,1,45841032,EDSA,48,PCS,603,EUR,821161,1
DE10,6890471,1,86662444,MPLF,89,KG,447,EUR,554115,1
BR10,8829415,1,60261224,UDF3,52,KG,350,EUR,610228,2
BR10,7843978,1,98151444,MPLF,47,PCS,916,EUR,610228,1
BR10,5345853,1,19297648,TPM1,29,PCS,2,EUR,692100,2
BR10,5184313,1,93159896,MPLF,55,PCS,159,EUR,509425,2
JP11,7826846,1,37141432,EDSA,16,PCS,474,EUR,928550,1
JP11,8037240,1,86834912,MPLF,30,PCS,381,EUR,758077,1
JP11,5763103,1,82207928,ZUFN,7,KG,441,EUR,445257,1
JP11,8381699,1,19816724,COLA,1,PCS,521,EUR,174410,1
CN10,7720212,3,18608880,TPM1,80,PCS,1,EUR,420608,4
CN10,6884160,3,13505536,TPM1,90,PCS,7,EUR,420608,3
CN10,7338692,1,67221888,UDF3,76,KG,193,EUR,801842,3
CN10,8631062,2,21595928,COLA,51,PCS,83,EUR,103124,2
CN10,5725896,1,82207928,ZUFN,7,KG,441,EUR,103124,1
DE10,5848424,1,48248768,PYTF,23,PCS,693,EUR,940886,2
CN10,8631062,1,56389144,UDF3,35,PCS,119,EUR,185925,2
CN10,7720212,1,19297648,TPM1,31,PCS,2,EUR,185925,1
CN10,6884160,1,11788404,TPM1,8,PCS,6,EUR,446142,2
CN10,7720212,2,15353960,TPM1,80,PCS,2,EUR,473658,1
BR10,5869410,1,22818912,COLA,49,KG,636,EUR,821161,2
DE10,8945351,1,19297648,TPM1,98,PCS,2,EUR,125485,1
DE10,8945351,2,18608880,TPM1,68,PCS,1,EUR,234330,1
DE10,7183885,1,50191792,PYTF,29,KG,545,EUR,940886,1
